web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25
"1788937663-618","https://poe2db.tw/us/Keywords","Inevitable Critical Hits","","","","Hits which could potentially be a Critical Hit but do not roll a Critical Hit will re-roll Critical Hit chance until they succeed.



Hits have 30% less Critical Damage Bonus for each time Critical Hit chance was re-rolled.","","","","","","","","","","","","","","","","","","","",""
"1788937663-619","https://poe2db.tw/us/Keywords","Monster Effectiveness","","","","For every 2% increased Effectiveness, Monsters gain 2% more Toughness, 1% more Experience granted and 1% more quantity of items dropped.","","","","","","","","","","","","","","","","","","","",""
"1788937663-620","https://poe2db.tw/us/Keywords","Primal Hunger","","","","100% more Maximum Rage

Regenerate 1 Rage per second per 4 Rage spent Recently

No Rage effect","","","","","","","","","","","","","","","","","","","",""
"1788937663-621","https://poe2db.tw/us/Keywords","Unique Culture","","","","Unique items may be closely tied to certain cultures as indicated by an icon in their tooltip. These cultures may hold secrets to manipulating these unique items.","","","","","","","","","","","","","","","","","","","",""
"1788937663-622","https://poe2db.tw/us/Keywords","Wind Skills","","","","Wind Skills gain additional interactions with other specified Skills, typically Fire Skills.","","","","","","","","","","","","","","","","","","","",""
"1788937663-623","https://poe2db.tw/us/Keywords","Paths Not Taken","","","","You see what is and what might have been. Reveal a suite of Oracle-only passive tree nodes after Ascending as an Oracle.



On taking The Unseen Path Ascendancy Notable, gain the ability to allocate these nodes.","","","","","","","","","","","","","","","","","","","",""
"1788937663-624","https://poe2db.tw/us/Keywords","Bonded Modifiers","","","","Some modifiers on Runes and Idols are available only to players who have allocated the Shaman's Wisdom of the Maji Ascendancy Notable.","","","","","","","","","","","","","","","","","","","",""
"1788937663-625","https://poe2db.tw/us/Keywords","Vaal Siphoner","","","","An item with a Vaal Siphoner will require a set number of kills to complete. Once complete the tier of a random modifier on the item will be downgraded and all other modifiers will have their numeric values improved.



These improved modifier will have their values randomised between their current value and 10% above their maximum value.","","","","","","","","","","","","","","","","","","","",""
"1788937663-626","https://poe2db.tw/us/Keywords","Chance can Surpass 100%","","","","By default, chance-based stats cap at 100% chance for the result to occur. However, some chances can surpass 100%. In this case, the event for which you have a chance to effect will occur once for each 100% chance for that event you have, and then have a normal percentage chance for it to occur again based on the remaining value.



For example, a Surpassing 215% chance for an event to occur will cause the event to occur twice (once for each 100% chance) and have a 15% chance for it to occur a third time.","","","","","","","","","","","","","","","","","","","",""
"1788937663-627","https://poe2db.tw/us/Keywords","Maximum Quality","","","","The default maximum Quality 20%.","","","","","","","","","","","","","","","","","","","",""
"1788937663-628","https://poe2db.tw/us/Keywords","Thorny Ground","","","","Thorny Ground deals Spell damage to enemies upon being created, then continues to damage enemies that move over the Ground, no more than twice per second.","","","","","","","","","","","","","","","","","","","",""
"1788937663-629","https://poe2db.tw/us/Keywords","Splash Damage","","","","Strike Skills can be made to deal Splash damage when hitting an enemy, causing an additional Hit to other enemies around the one hit by the Strike.



The base radius of Splash damage is 1.5 metres.","","","","","","","","","","","","","","","","","","","",""
"1788937663-630","https://poe2db.tw/us/Keywords","Activating Marks","","","","Marks all have a condition that makes them Activate.

When a Mark Activates, it will cause an extra effect and then be Consumed.","","","","","","","","","","","","","","","","","","","",""
"1788937663-631","https://poe2db.tw/us/Keywords","Rerolling Critical Hit Chance","","Critical Hit","","Any mechanic where the calculation of a single Hit would roll Critical Hit Chance more than once is considered to be Rerolling. This includes anything that makes Critical Hit Chance Lucky, Unlucky, Bifurcated, or Inevitable.



Sustained Skills using an independent Critical Hit Chance roll for each different time they deal damage is not Rerolling.","","","","","","","","","","","","","","","","","","","",""
"1788937663-632","https://poe2db.tw/us/Keywords","Compounding Ignite","","Ignited","","When Igniting a target which has already been Ignited by the same use of this Skill, the existing Ignite is removed to boost the new Ignite, multiplying its Magnitude by the total number of Ignites compounded this way.



Ignites cannot Compound when reflected, or when applied by Oil Ground that has been Ignited. They will neither remove existing Ignite, nor get any boost to Ignite Magnitude.","","","","","","","","","","","","","","","","","","","",""
"1788937663-633","https://poe2db.tw/us/Keywords","Drenched","","","","Drenched is a Debuff that causes enemies to be easier to Shock and Freeze.","","","","Shock","","","","","Debuff","","","","","","","","","","",""
"1788937663-634","https://poe2db.tw/us/Keywords","Storm Skills","","","","Storm Skills are long-duration weather-based Skills that have special interactions with other effects.","","","","","","","","","","","","","","","","","","","",""
"1788937663-635","https://poe2db.tw/us/Keywords","Maximum","","","","The maximum value of this modifier is applied to the whole modifier, including the constant part.","","","","","","","","","","","","","","","","","","","",""
"1788937663-636","https://poe2db.tw/us/Keywords","Wildsurge Incantation","","Spells","","Storm and Plant Spells deal 50% more damage

Storm and Plant Spells have 75% less duration

Storm and Plant Spells have 50% less cost","","","","","","","","","","","","","","","Spells","","","","",""
"1788937663-637","https://poe2db.tw/us/Keywords","Energised Crystal","","","","Energised Crystals are collected by energising Vaal Beacons throughout Wraeclast, and are required to access Atziri's Temple.



6 Energised Crystals are required to power the Temple Console.","","","","","","","","","","","","","","","","","","","",""
"1788937663-638","https://poe2db.tw/us/Keywords","Base Skill Attack Time","","","","This refers to the base amount of time to perform an Attack Skill, accounting only for the Attacks per Second value of the relevant Weapon and the percentage of Base Attack Speed listed on the Attack gem.","","","","","","","","","","","","","","","","","","","",""
"1788937663-639","https://poe2db.tw/us/Keywords","Temple Destabilisation","","","","Each time you enter the Temple a random selection of rooms are Destabilised, removing them permanently when you next exit. 



In addition to the randomly selected rooms, some rooms are Destabilised upon completion. Restricted Rooms that are accessible will always destabilise upon exiting the Temple.



Defeating the Architect or Atziri causes greater Destabilisation.","","","","","","","","","","","","","","","","","","","",""
"1788937663-640","https://poe2db.tw/us/Keywords","Restricted Room","","","","Restricted Rooms are those that are placed by using Xipocado's Console in the Architect's Chamber","","","","","","","","","","","","","","","","","","","",""
"1788937663-641","https://poe2db.tw/us/Keywords","Juatalotli's Medallion","","","","Juatalotli's Medallion prevents the next Destabilisation of a Room","","","","","","","","","","","","","","","","","","","",""
"1788937663-642","https://poe2db.tw/us/Keywords","Hayoxi's Medallion","","","","Hayoxi's Medallion rerolls a Restricted Room in the Temple","","","","","","","","","","","","","","","","","","","",""
"1788937663-643","https://poe2db.tw/us/Keywords","Quipolatl's Medallion","","","","Quipolatl's Medallion Upgrades the Tier of a Room","","","","","","","","","","","","","","","","","","","",""
"1788937663-644","https://poe2db.tw/us/Keywords","Uromoti's Medallion","","","","Uromoti's Medallion allows you to place a specific Room in the Temple","","","","","","","","","","","","","","","","","","","",""
"1788937663-645","https://poe2db.tw/us/Keywords","Xopec's Medallion","","","","Xopec's Medallion increases your Maximum Crystal Capacity by 6 (up to 60)","","","","","","","","","","","","","","","","","","","",""
"1788937663-646","https://poe2db.tw/us/Keywords","Azcapa's Medallion","","","","Azcapa's Medallion increases your Maximum Medallion Capacity by 1 (up to 6)","","","","","","","","","","","","","","","","","","","",""
"1788937663-647","https://poe2db.tw/us/Keywords","Estazunti's Medallion","","","","Estazunti's Medallion allows you to place an additional Restricted Room Card after defeating the Architect","","","","","","","","","","","","","","","","","","","",""
"1788937663-648","https://poe2db.tw/us/Keywords","Puhuarte's Medallion","","","","Puhuarte's Medallion allows you to reroll the Room Cards available for placement","","","","","","","","","","","","","","","","","","","",""
"1788937663-649","https://poe2db.tw/us/Keywords","Zantipi's Medallion","","","","Zantipi's Medallion adds one to the number of random Waystone Modifiers added to your Temple.","","","","","","","","","","","","","","","","","","","",""
"1788937663-650","https://poe2db.tw/us/Keywords","Power","","","","Power is provided to connected Paths by Generator rooms. Powered Paths provide Power to adjacent rooms.



The Generator rooms are Dynamo, Shrine of Empowerment, Solar Nexus and Infinite Horizon. 



The Smithy, Synthflesh Lab, Transcendent Barracks and Golem Works rooms can be Upgraded by receiving Power.","","","","","","","","","","","","","","","","","","","",""
"1788937663-651","https://poe2db.tw/us/Keywords","Limb Modification","","","","Limb Modification can be performed by using a Transcension Device. Limb Modification will replace a chosen body part with a modified version, granting you an additional stat. Limb Modifications are lost when you resurrect after dying.","","","","","","","","","","","","","","","","","","","",""
"1788937663-652","https://poe2db.tw/us/Keywords","Medallions","","","","Medallions are obtained from Atziri's Temple and can be used to modify the Temple in various ways.","","","","","","","","","","","","","","","","","","","",""
"1788937663-653","https://poe2db.tw/us/Keywords","Ailment Application","","","","Modifiers to Ailment Application apply to:

Bleeding, Poison and Shock chance

Flammability, Freeze and Electrocution Buildup.","","","","Shock","","Bleeding","","","","","","Poison","","","","","","","",""
"1788937663-654","https://poe2db.tw/us/Keywords","Vaal Beacon","","","","Activating Vaal Beacons Energises Crystals allowing access to Atziri's Temple.



Within the Vaal Ruins a Vaal architect's console may be activated to allow the manipulation of the Temple before activating a temporal portal to travel back in time to 400 BIC, during the reign of Queen Atziri.","","","","","","","","","","","","","","","","","","","",""
"1788937663-655","https://poe2db.tw/us/Keywords","Fragmented Mirror","","","","Each Mirror offers a rare item of one of the following base types:

• Dusk Ring

• Gloam Ring

• Penumbra Ring

• Tenebrous Ring

• Dusk Amulet

• Gloam Amulet

• Penumbra Amulet

• Tenebrous Amulet","","","","","","","","","","","","","","","","","","","",""
"1788937663-656","https://poe2db.tw/us/Keywords","Soaring Ground","","","Evasion","Soaring Ground grants 30% increased Evasion Rating, 40% increased damage while on Full Life, and Onslaught to you or Allies standing on it. These effects Linger for 1 second.



Soaring Ground has a 6 second base duration unless otherwise specified.","","","","","","","","","","","","","","","","","","","",""
"1788937663-657","https://poe2db.tw/us/Keywords","Shrine Worship","","","","Shrines are found with multiple packs of monsters Worshipping the Shrine.



Other monsters may be affected by the Shrine's Presence but do not count as Worshippers.","","","","","","","","","","","","","","","","","","","",""
"1788937663-658","https://poe2db.tw/us/Keywords","Runic Ward","","","","Runic Ward is a last line of protection, absorbing fatal damage instead of your Life. If you take damage that would cause your Life to reach 0 while you have Runic Ward, you will drop to 1 Life and your Runic Ward will take the remaining damage. You will still die if you do not have enough Runic Ward to absorb the remaining damage. Runic Ward does not protect against Life loss that is not caused by taking damage.



Runic Ward constantly regenerates at a default rate of 5% per second.



Monsters can also have Runic Ward. While a monster has Runic Ward, it cannot be Culled.","","","","","","","","","","","","","","","","","","","",""
"1788937663-659","https://poe2db.tw/us/Keywords","Monster Rarity","","","","Monster Rarity increases the chance for monsters to be Rare and Magic.



Monster Rarity also increases Monster Modifier Chance for Rare Monsters.","","","","","","","","","","","","","","","","","","","",""
"1788937663-660","https://poe2db.tw/us/Keywords","Item Armour","","","","Stats that refer to an item's Armour use the exact value listed on the item. This means that Quality and local modifiers on the item are taken into account, but stats from other sources that change the amount of Armour actually granted to your character are not considered.","","","","","","","","Armour","","","","","","","","","","","",""
"1788937663-661","https://poe2db.tw/us/Keywords","Item Evasion","","","Evasion","Stats that refer to an item's Evasion use the exact value listed on the item. This means that Quality and local modifiers on the item are taken into account, but stats from other sources that change the amount of Evasion actually granted to your character are not considered.","","","","","","","","","","","","","","","","","","","",""
"1788937663-662","https://poe2db.tw/us/Keywords","Item Energy Shield","","","","Stats that refer to an item's Energy Shield use the exact value listed on the item. This means that Quality and local modifiers on the item are taken into account, but stats from other sources that change the amount of Energy Shield actually granted to your character are not considered.","","","","","","","","","","","","","Energy Shield","","","","","","",""
"1788937663-663","https://poe2db.tw/us/Keywords","Free Rerolls","","","","Ritual Free Rerolls allow rerolling Favours an additional time at no Cost.","","","","","","","","","","","","","","","","","","","",""
"1788937663-664","https://poe2db.tw/us/Keywords","Monster Minions","","","","Monster Minions are any monsters that are part of a Rare Monster Pack.



These monsters receive one modifier from each Rare Monster in the Pack.



Monsters summoned or created by other Monsters do not count as Monster Minions.","","","","","","","","","","","","","","","","","","","",""
"1788937663-665","https://poe2db.tw/us/Keywords","Rogue Exile Hunting Ground","","","","Rogue Exile Hunting Grounds contain 2 additional Rogue Exiles and 5 additional Packs of Rare Beasts.","","","","","","","","","","","","","","","","","","","",""
"1788937663-666","https://poe2db.tw/us/Keywords","Room Upgrades","","","","Rooms in Atziri's Temple may have their tier upgraded in various ways, up to a default maximum of tier 3.



Most rooms are upgraded via their adjacent rooms, some rooms are upgraded via Powered Paths.



Garrisons may be transformed into a Legion Barracks when adjacent to a Viper Spymaster or to a Transcendant Barracks when adjacent to a Synthflesh Lab.



Flesh Surgeon and Thaumaturge instead have their level equal to the highest adjacent Synthflesh Lab or Sacrificial Chamber, respectively.



Quipolatl's Medallion may be used to upgrade the tier of a room by 1.","","","","","","","","","","","","","","","","","","","",""
"1788937663-667","https://poe2db.tw/us/Keywords","Additional Rare Monsters","","","","Additional Rare Monsters can spawn in Rare Monster Packs with larger pack sizes.



Each Rare Monster in the Pack provides one modifier to the Pack's Minions.



Additional Rare Monsters in Essence Packs also carry Essences.","","","","","","","","","","","","","","","","","","","",""
"1788937663-668","https://poe2db.tw/us/Keywords","Empowered Monster Minions","","","","Empowered Monster Minions deal increased damage and have increased health.



Empowerment does not inherently increase rewards but some effects add rewards when Empowering Minions.","","","","","","","","","","","","","","","","","","","",""
"1788937663-669","https://poe2db.tw/us/Keywords","Abandoned City","","","","Abandoned Cities have very few living inhabitants. 



Monsters in the area are replaced by Undead. These undead have 50% chance to drop non-equipment items instead of equipment.



Abandoned Cities have 25% increased Chests in the area.","","","","","","","","","","","","","","","","","","","",""
"1788937663-670","https://poe2db.tw/us/Keywords","Exceptional Item","","","","Exceptional Items have Quality over maximum or an additional Augment Socket.



High Tier Rare Items found have a chance to instead drop as an Exceptional Normal Item.","","","","","","","","","","","","","","","","","","","",""
"1788937663-671","https://poe2db.tw/us/Keywords","Embrace of the Wild","","","","Protects the Bear Spirit's Allies while they are in its Presence, granting them 2% of maximum Life regenerated per second and causing 8% of the damage they would take to be taken by the Bear Spirit instead.","","","","","","","","","","","","","","","","","","","",""
"1788937663-672","https://poe2db.tw/us/Keywords","Biome","","","","Biomes are found throughout Endgame Maps.



Grass, Forest, Swamp, Desert, Mountain and Water Biomes are all commonly found.



Cities and special biomes are less likely to be encountered.","","","","","","","","","","","","","","","","","","","",""
"1788937663-673","https://poe2db.tw/us/Keywords","Invaded City","","","","Invaded Cities have their natural inhabitants plus 15 extra Packs of another faction.



Invaded Cities gain the Biome bonuses of the invading faction.



The Factions are the Ezomyte, Faridun and Vaal.","","","","","","","","","","","","","","","","","","","",""
"1788937663-674","https://poe2db.tw/us/Keywords","Crafted Modifiers","","","","Some methods of item crafting guarantee that a specific Modifier will be crafted onto the item. An item can only have one Crafted Modifier, but they otherwise behave identically to other Modifiers.



Crafted Modifiers are displayed in a lighter blue colour than regular Modifiers.","","","","","","","","","","","","","","","","","","","",""
"1788937663-675","https://poe2db.tw/us/Keywords","Grand Mirror","","","","A Grand Mirror causes a reflection of the Map Boss. When the bosses are defeated Delirium fog spreads to nearby Maps.



When the fog reaches 100% Deliriousness one of the remaining maps will be transformed into a Simulacrum.","","","","","","","","","","","","","","","","","","","",""
"1788937663-676","https://poe2db.tw/us/Keywords","Mountain's Teachings","","","","While you have any amount of Mountain's Teachings:

• Attacks you use yourself and Attacks granted by this Ascendancy Class deal 15% more damage

• Enemy Hits you take that would deal damage less than or equal to 30% of your maximum Life (after mitigation such as Armour and Resistances, but before other modifiers to damage taken) deal 40% less damage

• You have 50% more Stun Threshold



All Mountain's Teachings are lost if you go 20 seconds without gaining any.","","","","","","","","Armour","","","","","","","","","","","",""
"1788937663-677","https://poe2db.tw/us/Keywords","Wombgifts","","","","Wombgifts are found within Breaches and are grown on The Genesis Tree.



The 4 types of Wombgifts are:

* Lavish Wombgift

* Ornate Wombgift

* Banded Wombgift

* Signet Wombgift","","","","","","","","","","","","","","","","","","","",""
"1788937663-678","https://poe2db.tw/us/Keywords","Rite of the Nameless","","","","The Rite of the Nameless is a group of maps which each contain Ritual Altars and a Map Boss.



Completing all Ritual Altars will drop an Effigy Piece.","","","","","","","","","","","","","","","","","","","",""
"1788937663-679","https://poe2db.tw/us/Keywords","Effigy","","","","Effigy Pieces can be placed on an incomplete Effigy in Caer Tarth to complete the Rite of the Nameless.","","","","","","","","","","","","","","","","","","","",""
"1788937663-680","https://poe2db.tw/us/Keywords","Low Runic Ward","","","","You are on Low Runic Ward if you have 35% of your maximum Runic Ward or less.","","","","","","","","","","","","","","","","","","","",""
"1788937663-681","https://poe2db.tw/us/Keywords","Savage Hit","","","","A Savage Hit is a Hit that removes at least 15% of Maximum Life.","","","","","","","","","","","","","","","","","","","",""
"1788937663-682","https://poe2db.tw/us/Keywords","Foretold Proliferation","","","","Completing this Map will apply the specified Modifier to other Maps in the Rite of the Nameless.","","","","","","","","","","","","","","","","","","","",""
"1788937663-683","https://poe2db.tw/us/Keywords","Foretold Bounty","","","","The first list of Favours at Ritual Altars in this Map will contain the specified Item.","","","","","","","","","","","","","","","","","","","",""
"1788937663-684","https://poe2db.tw/us/Keywords","Basic Maps","","","","Basic Maps are any maps with no special interaction with areas or access requirements.



Notably, not Unique Maps, Deadly Map Boss Maps, Precursor Towers, Expedition Areas or Quest Areas.","","","","","","","","","","","","","","","","","","","",""
"1788937663-685","https://poe2db.tw/us/Keywords","Base Type","","Lesser Mana Flask","","An item's Base Type refers to the specific variety of item it is, and grants it inherent properties such as damage on Martial Weapons, defensive bonuses on Armour, or Life recovery on Life Flasks. It is also often responsible for the Level and/or Attribute Requirements to equip an item.



For example:

• Wrapped Quarterstaff and Long Quarterstaff are both Quarterstaff Base Types

• Stocky Mitts and Linen Wraps are both Gloves Base Types

• Lesser Mana Flask and Greater Mana Flask are both Mana Flask Base Types","Attribute","","","","","","","","","","","","","","","","","","",""
"1788937663-686","https://poe2db.tw/us/Keywords","Mage's Legacy","","Legacy of Ruby","","There are a number of possible Mage's Legacies, each granting a different bonus:

• Legacy of Amethyst

• Legacy of Basalt

• Legacy of Bismuth

• Legacy of Diamond

• Legacy of Gold

• Legacy of Granite

• Legacy of Jade

• Legacy of Quicksilver

• Legacy of Ruby

• Legacy of Sapphire

• Legacy of Silver

• Legacy of Stibnite

• Legacy of Sulphur

• Legacy of Topaz



Only one instance of each Mage's Legacy can apply its bonus to you at a time.","","","","","","","Legacy of Sulphur","","","","","","","","","","","","",""
"1788937663-687","https://poe2db.tw/us/Keywords","Legacy of Amethyst","","","","Legacy of Amethyst is a Mage's Legacy which grants +45% to Chaos Resistance.","","","","","","","","","","","","","","","","","","","",""
"1788937663-688","https://poe2db.tw/us/Keywords","Legacy of Basalt","","","","Legacy of Basalt is a Mage's Legacy which grants 150% increased Armour.","","","","","","","","Armour","","","","","","","","","","","",""
"1788937663-689","https://poe2db.tw/us/Keywords","Legacy of Bismuth","","","","Legacy of Bismuth is a Mage's Legacy which grants +45% to all Elemental Resistances.","","","","","","","","","","","","","","","","","","","",""
"1788937663-690","https://poe2db.tw/us/Keywords","Legacy of Diamond","","","","Legacy of Diamond is a Mage's Legacy which grants 75% increased Critical Hit Chance.","","","","","","","","","","","","","","","","","","","",""
"1788937663-691","https://poe2db.tw/us/Keywords","Legacy of Gold","","","","Legacy of Gold is a Mage's Legacy which grants 45% increased Rarity of Items found.","","","","","","","","","","","","","","","","","","","",""
"1788937663-692","https://poe2db.tw/us/Keywords","Legacy of Granite","","","","Legacy of Granite is a Mage's Legacy which grants +2000 to Armour.","","","","","","","","Armour","","","","","","","","","","","",""
"1788937663-693","https://poe2db.tw/us/Keywords","Legacy of Jade","","","Evasion","Legacy of Jade is a Mage's Legacy which grants +2000 to Evasion Rating.","","","","","","","","","","","","","","","","","","","",""
"1788937663-694","https://poe2db.tw/us/Keywords","Legacy of Quicksilver","","","","Legacy of Quicksilver is a Mage's Legacy which grants 30% increased Movement Speed.","","","","","","","","","","","","","","","","","","","",""
"1788937663-695","https://poe2db.tw/us/Keywords","Legacy of Ruby","","","","Legacy of Ruby is a Mage's Legacy which grants +60% to Fire Resistance and +5% to Maximum Fire Resistance.","","","","","","","","","","","","","","","","","","","",""
"1788937663-696","https://poe2db.tw/us/Keywords","Legacy of Sapphire","","","","Legacy of Sapphire is a Mage's Legacy which grants +60% to Cold Resistance and +5% to Maximum Cold Resistance.","","","","","","","","","","","","","","","","","","","",""
"1788937663-697","https://poe2db.tw/us/Keywords","Legacy of Silver","","","","Legacy of Silver is a Mage's Legacy which grants 30% increased Skill Speed.","","","","","","","","","","","","","","","","","","","",""
"1788937663-698","https://poe2db.tw/us/Keywords","Legacy of Stibnite","","","Evasion Rating","Legacy of Stibnite is a Mage's Legacy which grants 150% increased Evasion Rating.","","","","","","","","","","","","","","","","","","","",""
"1788937663-699","https://poe2db.tw/us/Keywords","Legacy of Sulphur","","","","Legacy of Sulphur is a Mage's Legacy which grants 60% increased Damage, and makes the area within 2.5 metres of you Consecrated Ground while you're stationary.","","","","","","","","","","","","","","","","","","","",""
"1788937663-700","https://poe2db.tw/us/Keywords","Legacy of Topaz","","","","Legacy of Topaz is a Mage's Legacy which grants +60% to Lightning Resistance and +5% to Maximum Lightning Resistance.","","","","","","","","","","","","","","","","","","","",""
"1788937663-701","https://poe2db.tw/us/Keywords","Bonus Reward","","","","Some Remnant encounters have Bonus Rewards which provide guaranteed rewards, in addition to allowing you to choose a Runeshape Combination. 



Bonus rewards are granted to all party members who have not previously claimed the reward and were in the area when the Remnant was encountered.","","","","","","","","","","","","","","","","","","","",""
"1788937663-702","https://poe2db.tw/us/Keywords","Verisium Infusion","","","","A Verisium Infusion can be used instead of any of the Elemental Infusions. Skills will prioritise using non-Verisium Infusions. Verisium Infusions last for 20 seconds or until Consumed by another Skill.



Your maximum number of Verisium Infusions is equal to the maximum number of any single type of Elemental Infusion you can have (3 by default).","","","","","","","","","","","","","","","","","","","",""
"1788937663-703","https://poe2db.tw/us/Keywords","Secured Strongbox","","","","Secured Strongboxes are guarded by additional Packs of Rare Monsters and may roll Modifiers which add Monster Modifiers to any Rares guarding the Strongbox.","","","","","","","","","","","","","","","","","","","",""
"1788937663-704","https://poe2db.tw/us/Keywords","Overencumbered","","","","Slows by 10%, reapplying this Debuff stacks and refreshes it's duration.","","","","","","","","","Debuff","","Slows","","","","","","","","",""
"1788937663-705","https://poe2db.tw/us/Keywords","Broken Boss Faces","","","","Each ""Boss Encounter"" icon on the World Screen is a face which can be broken by beating the encounter.



""Rare Monster Encounter"" icons do not provide any bonus when broken.","","","","","","","","","","","","","","","","","","","",""
"1788937663-706","https://poe2db.tw/us/Keywords","Sinister Jewel Sockets","","","","Allocated Sinister Jewel Sockets are visible on the left edge of the character portrait in the centre of the passive skill tree.



Unique Jewels cannot be socketed in Sinister Jewel Sockets, and modifiers to the effect of Jewel Sockets do not apply to Sinister Jewel Sockets.



They are entirely disconnected from the rest of your passive skill tree - they are not considered to be within any radius of any other passive skill, and no passive skill is within any radius of a Sinister Jewel Socket. Multiple Sinister Jewel Sockets are also not within any radius of each other. Radius effects of Jewels will therefore have no effect when socketed in Sinister Sockets.","","","","","","","","","","","","","","","","","","","",""
"1788937663-707","https://poe2db.tw/us/Keywords","Socket-bound Augments","","","","Socket-bound Augments permanently fill any Augment Socket they are placed into.



Once Socketed, they cannot be removed, replaced or extracted by any means.","","","","","","","","","","","","","","","","","","","",""
"1788937663-708","https://poe2db.tw/us/Keywords","Cascadable Skills","","","","Warcries, and Non-Channelling Spells that affect an area around you or a targeted location, are Cascadable.



Certain effects can cause Cascadable Skills to Cascade, making them also affect other locations, or to Echo, affecting the same targeted location again after a delay.



A Cascadable Spell that Repeats will not Cascade or Echo while Repeating.","","","","","","","","","","","","","","","Spells","","","","",""
"1788937663-709","https://poe2db.tw/us/Keywords","Anaemia","","","","Anaemia is a Debuff that allows more than 10 Corrupted Blood debuffs to be applied to a target. The Magnitude of Anaemia determines how many additional Corrupted Blood stacks to be applied.","","","","","","","","","Debuff","","","","","","","","","","",""
"1788937663-710","https://poe2db.tw/us/Keywords","Phased Form","","","","Phased Form is a notable Ascendancy Passive Skill granted by Chronomancer granting the following stats:



Take 30% less Damage.

4 seconds after being Damaged by an Enemy Hit, take Damage equal to 30% of that Hit's Damage.","","","","","","","","","","","","","","","","","","","",""
"1788937663-711","https://poe2db.tw/us/Keywords","Kalguuran Support Gem Limit","","","","The number of Kalguuran Support Gems you can use is limited by your character level:

Level 1+: 1

Level 17+: 2

Level 33+: 3

Level 45+: 4

Level 65+: 5

Level 80+: 6","","","","","","","","","","","","","","","","","","","",""
"1788937663-712","https://poe2db.tw/us/Keywords","Precursor Terraformer","","","","Activating a Precursor Terraformer will change a group of nearby Basic Maps to the shown Biome.



The Terraformer shows which biome it will change maps to. All maps in the Terraformed area will be replaced with maps that can appear in the shown biome.","","","","","","","","","","","","","","","","","","","",""
"1788937663-713","https://poe2db.tw/us/Keywords","Ancient Modifiers","","","","Ancient Modifiers are fragments of Precursor power, adding many varied bonus effects to areas throughout the Precursor Fortress and beyond.","","","","","","","","","","","","","","","","","","","",""
"1788937663-714","https://poe2db.tw/us/Keywords","Congealed Mist","","","","A mysterious Augment that shifts and shimmers. Is that whispering you hear?","","","","","","","","","","","","","","","","","","","",""
"1788937663-715","https://poe2db.tw/us/Keywords","Seals and Sealed Skills","","","","Sealed Skills are skills which gain Seals. Only skills you use yourself can be Sealed.



When you use a Sealed Skill, its Seals are broken, and that use of the skill will gain some benefit based on how many Seals it had.","","","","","","","","","","","","","","","","","","","",""
"1788937663-716","https://poe2db.tw/us/Keywords","Raven-Touched","","","","Raven-Touched items have been warped by the Raven Trickster, Tangmazu.



The influence of the mist allows you to instil the item with a Notable Passive Skill at the Withered Willow.



Items that are already instillable will not be able to gain an additional instillment if they become Raven-Touched.","","","","","","","","","","","","","","","","","","","",""
"1788937663-717","https://poe2db.tw/us/Keywords","Great Beast","","","","Great Beasts are Map Bosses marked by Hilda as worthy targets to defeat. Defeating a Great Beast will earn you  Hilda's Favour.","","","","","","","","","","","","","","","","","","","",""
"1788937663-718","https://poe2db.tw/us/Keywords","Hilda's Favour","","","","Hilda will reward you with an Atlas Master point to spend on Atlas Keystones.","","","","","","","","","","","","","","","","","","","",""
"1788937663-719","https://poe2db.tw/us/Keywords","Temple Currency","","","","Temple Currency are currency items found primarily throughout the Temple.



These currency items typically interact with Corrupted Items in a variety of ways.","","","","","","","","","","","","","","","","","","","",""
"1788937663-720","https://poe2db.tw/us/Keywords","Anomaly Map","","","","Anomaly Maps have added requirements to access on the World Map. 



Bosses of these maps are Deadly and may drop an additional lineage support.","","","","","","","","","","","","","","","","","","","",""
"1788937663-721","https://poe2db.tw/us/Keywords","Landmark Area","","","","Landmark Areas in the Atlas may be accessed multiple times and do not require a Waystone to access.","","","","","","","","","","","","","","","","","","","",""
"1788937663-722","https://poe2db.tw/us/Keywords","Hiveblood","","","","Hiveblood is used to birth Wombgifts from The Genesis Tree in Monastery of the Keepers.



The maximum amount of Hiveblood you can have is 100,000.","","","","","","","","","","","","","","","","","","","",""
"1788937663-723","https://poe2db.tw/us/Keywords","Vivid Spirit","","","","Vivid Spirits are a type of Azmeri Spirit.



Monsters Influenced or Possessed by Vivid Spirits gain increased Skill Speed, in addition to any bonuses from the specific spirit type.



Monsters Possessed by Vivid Spirits drop Dexterity items.","","","","","","","","","","","","","","","","","","","",""
"1788937663-724","https://poe2db.tw/us/Keywords","Wild Spirit","","","","Wild Spirits are a type of Azmeri Spirit.



Monsters Influenced or Possessed by Wild Spirits gain increased Toughness, in addition to any bonuses from the specific spirit type.



Monsters Possessed by Wild Spirits drop Strength items.","","","","","","","","","","","","","","","","","","","",""
"1788937663-725","https://poe2db.tw/us/Keywords","Primal Spirit","","","","Primal Spirits are a type of Azmeri Spirit.



Monsters Influenced or Possessed by Primal Spirits deal increased damage, in addition to any bonuses from the specific spirit type.



Monsters Possessed by Primal Spirits drop Intelligence items.","","","","","","","","","","","","","","","","","","","",""
