web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,image,image2
"1788937524-181","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Sacred Flow","Ascendancy: Shaman","","","","","+40","+40 to Spirit for each of your empty Charm slots","","","","","","","","","","","","","","Character: Druid","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Shaman/ShamanGainSpiritEmptyCharmSlot.webp",""
"1788937524-182","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Wisdom of the Maji","Ascendancy: Shaman","","","","","","Gain the benefits of Bonded modifiers on Runes and Idols","","","","","","","","","","","","","","Character: Druid","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Shaman/ShamanRunesTalismans.webp",""
"1788937524-183","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Martial Adept","Ascendancy: Martial Artist","","","","","1","When you gain Combo, gain 1 additional Combo","-0.2","-0.2 seconds to current Energy Shield Recharge delay per Combo expended when using Skills","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/MartialArtist/MartialArtistAdditionalComboHit.webp",""
"1788937524-184","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Martial Master","Ascendancy: Martial Artist","","Hits","","","","Skills can build and retain Combo regardless of Weapon Set","","Gain Combo from all Attack Hits","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/MartialArtist/MartialArtistAllAttacksGenerateCombo.webp",""
"1788937524-185","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Hollow Focus Technique","Ascendancy: Martial Artist","Hollow Focus","","","","","Grants Skill: Hollow Focus","","","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/MartialArtist/MartialArtistSpectralBell.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MartialArtistSpectralBellSkill.webp"
"1788937524-186","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Hollow Resonance Technique","Ascendancy: Martial Artist","Hollow Resonance","","","","","Grants Skill: Hollow Resonance","","carried_spectral_bell","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/MartialArtist/MartialArtistCarrySoectralBell.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MartialArtistCarrySpectralBellSkill.webp"
"1788937524-187","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Runic Meridians","Ascendancy: Martial Artist","","","","","","Can tattoo Runes onto your body, gaining
additional Rune-only sockets:
• 1 Helmet socket
• 2 Body Armour sockets
• 1 Gloves socket
• 1 Boots socket","","","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/MartialArtist/MartialArtistExtraRunes.webp",""
"1788937524-188","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Way of the Mountain","Ascendancy: Martial Artist","","","","","100","100% Surpassing chance per enemy Power to gain Mountain's Teachings on Immobilising an enemy, up to a maximum of 30
Lose a Mountain's Teaching when you are Hit, or when you use or Sustain an Attack that benefits from Mountain's Teachings","stone skin duration ms [20000]","stone skin duration ms [20000]","stone skin grants attack damage +% final you use yourself [15]","stone skin grants attack damage +% final you use yourself [15]","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","stone skin grants damage reduction life threshold % [30]","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/MartialArtist/MartialArtistCoveredinStone.webp",""
"1788937524-189","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Hollow Form Technique","Ascendancy: Martial Artist","Hollow Form","","","","","Grants Skill: Hollow Form","","","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/MartialArtist/MartialArtistMantraofIllusions.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MartialArtistMantraofIllusionsSkill.webp"
"1788937524-190","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Way of the Stonefist","Ascendancy: Martial Artist","","","","","","Gloves you equip have their Base Type transformed to Fists of Stone while equipped, and
their Explicit Modifiers are transformed into more powerful related Modifiers","","Ignore Attribute Requirements to equip Gloves","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/MartialArtist/MartialArtistHandWraps.webp",""
"1788937524-191","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Lead me through Grace...","Ascendancy: Invoker","","","","","8","+1 to Spirit for every 8 Item Energy Shield on Equipped Body Armour","20","+1 to Spirit for every 20 Evasion Rating on Equipped Body Armour","","Cannot gain Spirit from Equipment","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Invoker/InvokerEvasionEnergyShieldGrantsSpirit.webp",""
"1788937524-192","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","...and Protect me from Harm","Ascendancy: Invoker","","","","","","Physical Damage Reduction from Armour is based on your combined Armour and Evasion Rating","35","35% less Evasion Rating","","","","","","","","Armour","","","","Character: Monk","","Evasion","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Invoker/InvokerEvasionGrantsPhysicalDamageReduction.webp",""
"1788937524-193","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","I am the Thunder...","Ascendancy: Invoker","","","","","10","Gain 10% of Damage as Extra Lightning Damage","25","25% chance on Shocking Enemies to created Shocked Ground","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Invoker/InvokerShockMagnitude.webp",""
"1788937524-194","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","I am the Blizzard...","Ascendancy: Invoker","","","","","10","Gain 10% of Damage as Extra Cold Damage","","On Freezing Enemies create Chilled Ground","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Invoker/InvokerChillChanceBasedOnDamage.webp",""
"1788937524-195","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","...and I Shall Rage","Ascendancy: Invoker","Unbound Avatar","","","","","Grants Skill: Unbound Avatar","gain unbound ailment stacks [1]","gain unbound ailment stacks [1]","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Invoker/InvokerUnboundAvatar.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MonkInvokerUnboundAvatar.webp"
"1788937524-196","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Sunder my Enemies...","Ascendancy: Invoker","","","","","","Critical Hits ignore non-negative Enemy Monster Elemental Resistances","","","","","","","","","","","","","","Character: Monk","","","","","","","","","Critical Hits","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Invoker/InvokerCriticalStrikesIgnoreResistances.webp",""
"1788937524-197","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","...and Scatter Them to the Winds","Ascendancy: Invoker","Elemental Expression","","","","","Grants Skill: Elemental Expression","","Trigger Elemental Expression on Melee Critical Hit","","","","","","","","","","","","Character: Monk","","","","","","","","","Critical Hit","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Invoker/InvokerWildStrike.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MonkInvokerWildStrike.webp"
"1788937524-198","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Faith is a Choice","Ascendancy: Invoker","Meditate","","","","","Grants Skill: Meditate","","","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Invoker/InvokerGrantsMeditate.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MonkInvokerMeditate.webp"
"1788937524-199","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","The Soul Springs Eternal","Ascendancy: Invoker","","Efficiency","","Reservation","35","Meta Skills gain 35% more Energy","50","Meta Skills have 50% increased Reservation Efficiency","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/Invoker/InvokerEnergyDoubled.webp",""
"1788937524-200","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Inner Turmoil","Ascendancy: Acolyte of Chayula","","","","","1","Gain 1 Volatility on inflicting an Elemental Ailment","","Take no Damage from Volatility","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/AcolyteofChayula/AcolyteOfChayulaManaLeechInstant.webp",""
"1788937524-201","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Unravelling","Ascendancy: Acolyte of Chayula","","","","","","Grants Unravelling","","","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/AcolyteofChayula/AcolyteOfChayulaUnravelling.webp",""
"1788937524-202","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Sap of Nightmares","Ascendancy: Acolyte of Chayula","","","","","","Leech recovers based on Chaos Damage as well as Physical Damage","","","","","","","","","","","","","","Character: Monk","","","","Physical","","","","","","","Chaos","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/AcolyteofChayula/AcolyteOfChayulaExtraChaosDamage.webp",""
"1788937524-203","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Chayula's Gift","Ascendancy: Acolyte of Chayula","","","","","+10","+10% to Maximum Chaos Resistance","","Chaos Resistance is doubled","","","","","","","","","","","","Character: Monk","","","","","","","","","","","Chaos","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/AcolyteofChayula/AcolyteOfChayulaExtraChaosResistance.webp",""
"1788937524-204","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Waking Dream","Ascendancy: Acolyte of Chayula","Into the Breach","","","","","Grants Skill: Into the Breach","","","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/AcolyteofChayula/AcolyteOfChayulaBreachWalk.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MonkBreachWalk.webp"
"1788937524-205","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Embrace the Darkness","Ascendancy: Acolyte of Chayula","","","","Reservation","100","You have no Spirit
Base Maximum Darkness is 100
Damage taken is Reserved from Darkness before being taken from Life or Energy Shield","5","Darkness Reservation lasts for 5 seconds","+10","+10 to Maximum Darkness per Level","","","","","","","","","","Character: Monk","","","","","","","","","","","","Energy Shield","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/AcolyteofChayula/AcolyteOfChayulaReplaceSpiritWithDarkness.webp",""
"1788937524-206","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Grasp of the Void","Ascendancy: Acolyte of Chayula","Void Illusion","","","","","Grants Skill: Void Illusion","","","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/AcolyteofChayula/AcolyteOfChayulaExtraChaosDamagePerDarkness.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MonkVoidIllusion.webp"
"1788937524-207","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Deepening Shadows","Ascendancy: Acolyte of Chayula","","","","","1","1% increased maximum Darkness per 1% Chaos Resistance","","","","","","","","","","","","","","Character: Monk","","","","","","","","","","","Chaos Resistance","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/AcolyteofChayula/AcolyteOfChayulaDarknessProtectsLonger.webp",""
"1788937524-208","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Archon of Chayula","Ascendancy: Acolyte of Chayula","Archon of Chayula","","","","","Grants Skill: Archon of Chayula","","","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/AcolyteofChayula/AcolyteOfChayulaSpecialNode.webp","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/AcolyteOfChayulaSpecialNodeSkill.webp"
"1788937524-209","https://poe2db.tw/us/Ascendancy_class#Ascendancypassives","Lucid Dreaming","Ascendancy: Acolyte of Chayula","","","","","","","","","","","","","","","","","","","","Character: Monk","","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/passives/AcolyteofChayula/AcolyteOfChayulaFlameSelector.webp",""
