web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,image
"1788936811-159","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Herald of IceBuff, Attack, Persistent, AoE, Cold, Herald, PayoffWhile active, Shattering an enemy with a non-Herald Attack Hit will cause an icy explosion that deals Attack damage to surrounding enemies.","Herald of Ice","","Buff, Attack, Persistent, AoE, Cold, Herald, Payoff","Herald","Herald","","","","","","","","","","","","","","","","","","","Persistent","","Cold","","","","","","","","","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/HeraldOfIceSkill.webp"
"1788936811-160","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Herald of ThunderBuff, Attack, Persistent, AoE, Lightning, Herald, PayoffWhile active, killing Shocked enemies with a non-Herald Attack Hit will cause subsequent Attack Hits to release lightning bolts which dealAttack damage to all surrounding enemies.","Herald of Thunder","","Buff, Attack, Persistent, AoE, Lightning, Herald, Payoff","Herald","Herald","","","","","","","","","Lightning","","","","","","","","","","Persistent","","","","","","","","","","","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/HeraldOfThunderSkill.webp"
"1788936811-161","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Withering PresenceBuff, Persistent, Aura, Chaos, DurationWhile active, emits an Aura that periodically Withers enemies in your Presence.","Withering Presence","","Buff, Persistent, Aura, Chaos, Duration","","","","Presence","","","","","","","","","Chaos","","","","","","","","Persistent","","","","","Duration","","","Aura","Aura","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WitchWitheringPresence.webp"
"1788936811-162","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","ParryAttack, Melee, Physical, Duration, ChannellingReady your Buckler to parry the next Hit you would take, Blocking the Hit and retaliating with a quick sweep that leaves enemies off balance, causing them to take massively increased Attack damage for a short duration. Parrying causes you to accumulate Heavy Stun buildup. You cannot Evade a Hit you could parry, but Evasion instead grants an equal chance to avoid this Heavy Stun buildup.","Parry","Hit","Attack, Melee, Physical, Duration, Channelling","","","","","","","","","","","","","","","","","","Physical","","","","","","","","Duration","","","","","","","","Channelling","","","","","","Melee","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/HuntressBucklerParry.webp"
"1788936811-163","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Cast on Charm UseBuff, Persistent, Trigger, MetaWhile active, gains Energy when one of your Charms is used and triggers socketed Spells on reaching maximum Energy.","Cast on Charm Use","","Buff, Persistent, Trigger, Meta","","","","","","","","","","","","","","","","","","","","","Persistent","","","Meta","","","","","","","","","Trigger","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/CastOnCharm.webp"
"1788936811-164","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","TrinityBuff, Persistent, Lightning, Cold, FireBecome attuned to all Elements building up Fire, Cold and Lightning Affinity based off the highest Elemental Damage type dealt by your Hits. Your Elemental Damage is enhanced the more Affinity of any type you have.","Trinity","","Buff, Persistent, Lightning, Cold, Fire","","","","","","","","","","","Lightning","","","","","","","","","","Persistent","","Cold","","","","","","","","","Fire","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/HuntressTrinitySkillIcon.webp"
"1788936811-165","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","Trail of Caltrops","Trail of CaltropsAttack, Buff, Persistent, AoE, Projectile, Trigger, Physical, Duration, HazardWhile active, scatters caltrops in your wake when you dodge.","","","Attack, Buff, Persistent, AoE, Projectile, Trigger, Physical, Duration, Hazard","","","","","","","","","","","","","","","","","","Physical","","","Persistent","","","","","Duration","","","","","","","Trigger","","AoE","","","Projectile","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/CaltropsOnDodgeSkillIcon.webp"
"1788936811-166","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Elemental SurgeAttack, AoE, Trigger, Lightning, Cold, FireGrants your weapon Surges. Non-Melee Projectile Attacks with that weapon Consume Surges to cause the Projectiles fired to explode at the end of their flight.","Elemental Surge","","Attack, AoE, Trigger, Lightning, Cold, Fire","","","","","","","","","","","Lightning","","","","","","","","","","","","Cold","","","","","","","","","Fire","Trigger","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/AmazonElementalInfusionSkillIcon.webp"
"1788936811-167","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Chaotic SurgeAttack, AoE, Trigger, ChaosGrants your weapon Surges. Non-Melee Projectile Attacks with that weapon Consume Surges to cause the Projectiles fired to explode at the end of their flight.","Chaotic Surge","","Attack, AoE, Trigger, Chaos","","","","","","","","","","","","","Chaos","","","","","","","","","","","","","","","","","","","","Trigger","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SpireofIreSkillIcon.webp"
"1788936811-168","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Thundergod's WrathBuff, Persistent, Trigger, Lightning, MetaWhile active, gains Energy when you Hit enemies with Melee Attacks and triggers socketed Lightning spells on reaching maximum Energy.","Thundergod's Wrath","","Buff, Persistent, Trigger, Lightning, Meta","","","","","","","","","","","Lightning","","","","","","","","","","Persistent","","","Meta","","","","","","","","","Trigger","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/CastLightningSpellOnHitSkill.webp"
"1788936811-169","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Fire Spell on HitBuff, Persistent, Trigger, Fire, MetaWhile active, gains Energy when you Hit enemies with Melee Attacks and triggers socketed Fire spells on reaching maximum Energy.","Fire Spell on Hit","","Buff, Persistent, Trigger, Fire, Meta","","","","","","","","","","","","","","","","","","","","","Persistent","","","Meta","","","","","","","","Fire","Trigger","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SmithOfKitavaTriggerFireballsSkillIcon.webp"
"1788936811-170","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Minion","","","","Manifest WeaponMinion, Companion, PersistentManifest a copy of your main hand Melee Martial Weapon as an immortal Companion to fight by your side. In addition to its standard Strikes, the Manifested Weapon gains an additional Attack depending on its weapon type.","Manifest Weapon","","Minion, Companion, Persistent","","","","","","","","","","Companion","","","","","","","","","","","Persistent","","","","","","","","","","","","","","","","","","","","Strikes","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SmithOfKitavaCreateWeaponSkillIcon.webp"
"1788936811-171","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Minion","","","","Supporting FireMinion, PersistentRecruit artillery Minions that take up positions behind you. They will lie in wait for your Command, then fire volleys of arrows at the target location.","Supporting Fire","","Minion, Persistent","","","","","Command","","","","","","","","","","","","","","","","Persistent","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/TacticianDeathFromAboveSkillIcon.webp"
"1788936811-172","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Temper WeaponAttack, Buff, AoE, Melee, Trigger, Fire, ChannellingChannel to temper your main hand Melee Martial Weapon. Each hit of the hammer against the anvil Empowers subsequent Attacks to Combust when Hitting enemies.","Temper Weapon","","Attack, Buff, AoE, Melee, Trigger, Fire, Channelling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fire","Trigger","Channelling","AoE","","","","","Melee","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SmithOfKitavaImbueWeaponSkillIcon.webp"
"1788936811-173","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","Convalescence","","ConvalescenceSpell, Buff, Persistent, DurationWhile active, grants a skill that you can use to instantly begin Recharging Energy Shield and gain a Buff for a duration that prevents that Recharge being interrupted. The Buff is removed at maximum Energy Shield and the skill cannot be used while Energy Shield is full.","","","Spell, Buff, Persistent, Duration","","","","","","","","","","","","","","","","","","","","","Persistent","","","","","Duration","","Energy Shield","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/ConvalescenceSkillIcon.webp"
"1788936811-174","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","","","UnleashSpell, Buff, DurationAugment yourself with temporal magic for a short duration, Empowering the next Repeatable Spell you cast to Repeat multiple times. Cannot Empower Skills with a Cooldown.","Unleash","","Spell, Buff, Duration","","","","","","","","","","","","","","","","","","","","","","","","","","Duration","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SorceressTemporalistUnleash.webp"
"1788936811-175","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Void IllusionAttack, Buff, Persistent, AoE, Trigger, DurationWhile active, creates a short-lived illusory copy of yourself whenever you dodge roll. The copy can be damaged by enemies, and copies that are destroyed by an enemy will cause damaging explosions. Copies created this way have 1 Life.","Void Illusion","","Attack, Buff, Persistent, AoE, Trigger, Duration","","","","","","","","","","","","","","","","","","","","","Persistent","","","","","Duration","","","","","","","Trigger","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MonkVoidIllusion.webp"
"1788936811-176","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Gemini SurgeAttack, AoE, Trigger, Cold, FireGrants your weapon Surges. Non-Melee Projectile Attacks with that weapon Consume Surges to cause the Projectiles fired to explode at the end of their flight.","Gemini Surge","","Attack, AoE, Trigger, Cold, Fire","","","","","","","","","","","","","","","","","","","","","","","Cold","","","","","","","","","Fire","Trigger","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/AmazonElementalInfusionSkillIcon.webp"
"1788936811-177","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Bursting Fen ToadAttack, AoE, Trigger, Physical, ChaosThis skill creates a toad that jumps around briefly, the toad then explodes, dealing Attack damage in an area and inflicting Poison.  Damage you deal with this skill is not based on your Weapon.","Bursting Fen Toad","","Attack, AoE, Trigger, Physical, Chaos","","","","","","","","","","","","","Chaos","","","","","Physical","","","","","","","","","","","","","","","Trigger","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/MurkshaftToads.webp"
"1788936811-178","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Iron WardBuff, Persistent, AoE, Physical, NovaWhile active, stores a percentage of the Physical damage that is prevented by your Armour or other sources of damage reduction. Using this Skill releases the stored damage as a nova of spikes.","","","Buff, Persistent, AoE, Physical, Nova","","","Nova","","","","","","","","","","","","Iron Ward","","","Physical","","","Persistent","","","","","","","","","","","","","","AoE","Physical","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WardingSteel.webp"
"1788936811-179","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","Icestorm","","IcestormSpell, AoE, Sustained, Cold, Duration, Payoff, Repeatable, StormConjure a hail of icy bolts over the targeted area. Chill and Freeze on enemies in front of you are Consumed to fuel the Icestorm by creating improved bolts.","","","Spell, AoE, Sustained, Cold, Duration, Payoff, Repeatable, Storm","","","","","","Sustained","","","","","","Repeatable","","","","Consumed","","","","","","","Cold","","","Duration","","","","","","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/IceStormSkillStaff.webp"
"1788936811-180","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","","","Pinnacle of PowerSpell, Buff, Lightning, Cold, Fire, Duration, ConditionalConsume all Power Charges to master the elements, gaining Elemental Damage and the ability to apply Elemental Ailments with other damage types. Can only be used while you have maximum Power Charges.","Pinnacle of Power","","Spell, Buff, Lightning, Cold, Fire, Duration, Conditional","","","","","","","","","","","Lightning","","","","","","","","","Power Charges","","","Cold","","","Duration","","","","","","Fire","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/ElementalPowerSkillWand.webp"
"1788936811-181","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","RequiemAttack, AoE, Ammunition, Projectile, Cold, ConditionalYour weapon passively accumulates anguish from the tormented souls within. When fully charged, use this skill to compose the Requiem, transforming your Crossbow shot into a torrent of anguish for a short, fixed amount of time. Does not use Ammunition.","Requiem","","Attack, AoE, Ammunition, Projectile, Cold, Conditional","","","","","","","","","","","","","","","","","","","","","","","Cold","","","","","","","","","","","","AoE","","","Projectile","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/RequiemChargeSkillCrossbow.webp"
"1788936811-182","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","Heart of Ice","","Heart of IceSpell, Buff, Persistent, Aura, ColdChills all enemies in your Presence.","","","Spell, Buff, Persistent, Aura, Cold","","","","Presence","","","","","","","","","","","","","","","","","Persistent","","Cold","","","","","","Aura","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/ChillingAuraSkillStaff.webp"
"1788936811-183","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","Fulmination","","FulminationBuff, Persistent, Aura, LightningWhile active, the first time any Skill Hits a Shocked enemy in your Presence, that Skill also Hits other Shocked enemies in your Presence, up to a maximum.","","","Buff, Persistent, Aura, Lightning","","","","Presence","","","","","","","Lightning","","","","","","","","","","Persistent","","","","","","","","Aura","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WrathAuraWeaponSkill.webp"
"1788936811-184","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Primal BountyBuff, TriggerEmpowers the next Projectile Skill you use, causing it to create additional Projectiles and fly faster.","Primal Bounty","","Buff, Trigger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trigger","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WildspeakerOwlFeathersSkill.webp"
"1788936811-185","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","Feast of Flesh","","Feast of FleshSpell, Buff, AoE, Nova, RepeatableConsume Corpses near you to recover Life and Mana over a short time per Corpse Consumed.","","","Spell, Buff, AoE, Nova, Repeatable","","","Nova","","","","","","","","","Repeatable","","","","Consume","","","","","","","","","","","","","","","Corpses","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/WeaponFeastofFlesh.webp"
"1788936811-186","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Command","","","","Navira's OasisCommand, AoE, Duration","Navira's Oasis","","Command, AoE, Duration","","","","","","","","","","","","","","","","","","","","","","","","","","Duration","","","","","","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Rolldodge.webp"
"1788936811-187","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","Spellslinger","","SpellslingerBuff, Persistent, Trigger, Invocation, MetaWhile active, gains Energy when you cast Spells. Using the Invocation once sufficient Energy is gathered will consume the Energy to trigger socketed Spells, and can trigger them multiple times if it has enough Energy.","","","Buff, Persistent, Trigger, Invocation, Meta","","","","","","","","","","","","","","","","","","","","","Persistent","","","Meta","","","","","","","","","Trigger","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SpellslingerWeaponSkill.webp"
"1788936811-188","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Crackling PalmBuff, Attack, Persistent, AoE, LightningWhen you Hit with Unarmed Melee Attacks, calls down lightning bolts which deal Unarmed Attack damage to all surrounding enemies.","Crackling Palm","","Buff, Attack, Persistent, AoE, Lightning","","","","","","","","","","","Lightning","","","","","","","","","","Persistent","","","","","","","","","","","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/ThunderfistUniqueSkill.webp"
"1788936811-189","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Future-PastBuff, Persistent, DurationHinekora observes your Future-Past granting you the opportunity to subvert a lesser fate. After a period of Hindsight, she will grant you her Foresight, which prevents you from avoiding Hits while Dodge Rolling. When you are Hit while Dodge Rolling, Hinekora restores you to full Life immediately before taking damage from the Hit, and grants you Sight Beyond Sight, which prevents you from dying.","Future-Past","","Buff, Persistent, Duration","","","","","","","","","","","","","","","","","","","","","Persistent","","","","","Duration","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/HinekorasSightUnique.webp"
"1788936811-190","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Channelling","","","","Runic TemperingChannellingChannel to imbue your armour with Runic Plates. When you are Hit while you have these plates, some of the damage you would take will be prevented, and this skill will cause backlash, dealing your Thorns damage in an area around your attacker.","Runic Tempering","","Channelling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Channelling","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SerlesMasterwork.webp"
"1788936811-191","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","Siphon Elements","","Siphon ElementsBuff, Persistent, Lightning, Cold, Fire, RemnantWhile active, has a chance to create an Infusion Remnant when you Freeze, Shock or Ignite a target.","","","Buff, Persistent, Lightning, Cold, Fire, Remnant","","","","","","","Infusion","","","","Lightning","","","","","","","","","","Persistent","","Cold","","","","","","","","","Fire","","","","","Remnant","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/SiphonElements.webp"
"1788936811-192","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","BriarpatchBuff, Spell, Persistent, AoE, Sustained, Physical, Duration, PlantWhile active, a portion of the Physical Attack damage you deal is stored. Casting a Spell uses the stored damage to create a patch of Thorny Ground that deals Spell damage to moving enemies.","Briarpatch","","Buff, Spell, Persistent, AoE, Sustained, Physical, Duration, Plant","","","","","","Sustained","","","","","","","","","","","","Physical","","","Persistent","","","","","Duration","","","","","","","","","AoE","Physical","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/DruidBriarpatch.webp"
"1788936811-193","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Eternal RageBuff, PersistentWhile active, you constantly regenerate Rage.","","","Buff, Persistent","","","","","","","","","","","","","","","Eternal Rage","","","","","","Persistent","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/CeaselessRageSkill.webp"
"1788936811-194","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Savage FuryBuff, Persistent, DurationWhile active, your Fury builds from Attacking enemies. Using this Skill releases your Fury to send you into a bestial frenzy, gaining damage and Onslaught but constantly losing life and forcing you into animal form. The frenzy ends immediately if you return to human form. You cannot gain Fury while in a frenzy.","Savage Fury","","Buff, Persistent, Duration","","","","","","","","","","","","","","","","","","","","","Persistent","","","","","Duration","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/DruidWildBeast.webp"
"1788936811-195","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Spell","","","","The Stars AnswerSpell, Buff, AoE, Trigger, Physical, Cold, DurationLeash the stars themselves by leveraging your vast magical power, repeatedly Triggering Starfall targeting an enemy in an area around you, or a random location in that area if no enemies can be targeted.","The Stars Answer","","Spell, Buff, AoE, Trigger, Physical, Cold, Duration","","","","","","","","","","","","","","","","","","Physical","","","","","Cold","","","Duration","","","","","","","Trigger","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Runeseeker.webp"
"1788936811-196","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","ApocalypseBuff, Spell, AoE, Trigger, Lightning, Cold, Fire, Duration, Conditional, StormBuild Glory by Hitting enemies with Elemental damage. When you have maximum Glory, you may become the walking Apocalypse for a duration, Triggering one of multiple powerful Elemental Skills at an interval while this Buff lasts.","Apocalypse","","Buff, Spell, AoE, Trigger, Lightning, Cold, Fire, Duration, Conditional, Storm","","","","","","","","","","","Lightning","","","","","","","","","","","","Cold","","","Duration","","","","","","Fire","Trigger","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/DruidShamanUnleashtheElementsSkill.webp"
"1788936811-197","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","Mirror of Refraction","","Mirror of RefractionBuff, Persistent, DurationMirrors of Refraction appear in your Presence periodically. Hitting a mirror with a Spell Projectile causes it to shatter, copying the projectiles in a nova around the destroyed mirror. Copied Projectiles may be copied again when colliding with other mirrors.","","","Buff, Persistent, Duration","","","","Presence","","","","","","","","","","","","","","","","","Persistent","","","","","Duration","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/AtzirisRule.webp"
"1788936811-198","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","BarkskinBuff, Persistent, DurationWhile active, taking Hit damage from enemies to your Energy Shield causes you to gain Armour for a short duration. Armour gained from multiple Hits can stack. The total Armour gained from this Skill cannot exceed the Item Armour on your Equipped Armour Items.","Barkskin","Equipped Armour Items","Buff, Persistent, Duration","","","","","","","","","","","","","","","","","","","","","Persistent","","","","","Duration","","Energy Shield","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/DruidBarkSkin.webp"
"1788936811-199","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Feral InvocationBuff, Persistent, Invocation, MetaWhile active, gains Energy when you spend Mana. Using the Invocation once sufficient Energy is gathered will consume the Energy to create visages which attack once with a socketed Shapeshifting Attack, creating multiple visages if it has enough Energy.","Feral Invocation","","Buff, Persistent, Invocation, Meta","","","","","","","","","","","","","","","","","","","","","Persistent","","","Meta","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/DruidFeralInvocation.webp"
"1788936811-200","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Archon of ChayulaBuff, Attack, AoE, Trigger, Physical, Chaos, Duration, Conditional, StormBuild Glory by dealing Chaos damage to enemies. When you have maximum Glory, you can entreat the Dreamer to inhabit you, briefly becoming his Archon.","Archon of Chayula","","Buff, Attack, AoE, Trigger, Physical, Chaos, Duration, Conditional, Storm","","","","","","","","","Chaos","","","","Chaos","","","","","Physical","","","","","","","","Duration","","","","","","","Trigger","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/AcolyteOfChayulaSpecialNodeSkill.webp"
"1788936811-201","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Wildwood's GiftsBuff, Persistent, RemnantYou are chosen by Azmerian spirits who provide guidance, allowing you to see nearby Ancient Blooms.","Wildwood's Gifts","","Buff, Persistent, Remnant","","","","","","","","","","","","","","","","","","","","","Persistent","","","","","","","","","","","","","","","","Remnant","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/TheHollowMaskSkill.webp"
"1788936811-202","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Starborn OnslaughtAttack, AoE, Melee, Slam, Physical, Cold, DurationBuild up Glory by Freezing or Chilling enemies. When you have maximum Glory you may jump backwards loosing your Mace with the force of a falling comet onto your target. The impact releases Fissures and causes stars to fall in the area for a brief period.","Starborn Onslaught","","Attack, AoE, Melee, Slam, Physical, Cold, Duration","","","","","","","","","","","","","","","","","","Physical","","","","","Cold","","","Duration","","","","","","","","","AoE","","","","","Melee","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/HimindrygrSkillIcon.webp"
"1788936811-203","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Azmerian SwarmsBuff, Minion, Persistent, Physical, Lightning, Cold, Fire, DurationWhile active, summons short-lived Azmerian Swarms when you kill enemies affected by Elemental Ailments or hit Rare or Unique enemies affected by Elemental Ailments. The swarms are untargetable Minions that pursue nearby enemies to Attack them and inflict Faerie Fire on Hit.","Azmerian Swarms","","Buff, Minion, Persistent, Physical, Lightning, Cold, Fire, Duration","","","","","","","","","","","Lightning","","","","","","","Physical","","","Persistent","","Cold","","","Duration","","","","","","Fire","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/FluttermothSkillIcon.webp"
"1788936811-204","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Harbinger of MadnessBuff, Persistent, AoE, PhysicalDraws out the latent fears of enemies you kill and Rare or Unique enemies you Hit, turning them into unstable apparitions which charge towards enemies and then explode.","Harbinger of Madness","","Buff, Persistent, AoE, Physical","","","","","","","","","","","","","","","","","","Physical","","","Persistent","","","","","","","","","","","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Murkmaw.webp"
"1788936811-205","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Soaring MidnightAttack, AoE, Melee, Slam, Projectile, Physical, Cold, TravelHurl your Shield as a Projectile which Returns to you at the end of its flight. While the Shield is in flight, this skill is replaced with Embrace the Fall. This skill's cooldown is skipped if you catch the Shield as it Returns, or destroy an Ice Crystal with the Embrace the Fall.","Soaring Midnight","","Attack, AoE, Melee, Slam, Projectile, Physical, Cold, Travel","","","","","","","","","","","","","","","","","","Physical","","","","","Cold","","","","Travel","","","","","","","","AoE","","","Projectile","","Melee","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/ShieldNightfall1.webp"
"1788936811-206","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Minion","","","","Spirit VesselMinion, Companion, Persistent, MetaSummons a Shapeshifting Spirit Vessel Companion that uses copies of socketed Bear, Werewolf, and Wyvern Skills.","Spirit Vessel","","Minion, Companion, Persistent, Meta","","","","","","","","","","Companion","","","","","","","","","","","Persistent","","","Meta","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/TheAncientOrder.webp"
"1788936811-207","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Midnight ZenithBuff, Persistent, AoE, Cold, DurationWhile active, Critical Hits with other skills that kill targets, or hit powerful targets cause you to gain Arctic Petals. Once you have enough Arctic Petals they will be Consumed to create Ice Crystals near the most recent target.","Midnight Zenith","","Buff, Persistent, AoE, Cold, Duration","","","","","","","","","","","","","","","","Consumed","","","","","Persistent","","Cold","","","Duration","","","","","","","","","AoE","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/NattblomSkillIcon.webp"
"1788936811-208","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Buff","","","","Virtuous BarrierBuff, PersistentWhile active, conjures a glittering barrier that accumulates protective gemstone Motes of each Attribute type over time, but loses a random Mote when you are Hit.","Virtuous Barrier","","Buff, Persistent","","","","","","","","","","","","","","","","","","","","","Persistent","","","","","","","","","","","","","","","","","","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/GemBarrier.webp"
"1788936811-209","https://poe2db.tw/us/Gem#ItemSkillGemsSummary","Attack","","","","Molten ShowerAttack, AoE, Projectile, Trigger, FireFires molten Projectiles from the enemy hit, which will explode when they land nearby, dealing Attack damage in an area.","Molten Shower","","Attack, AoE, Projectile, Trigger, Fire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fire","Trigger","","AoE","","","Projectile","","","","https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/VolcanicEruptionSkillIcon.webp"
