web_scraper_order,web_scraper_start_url,name,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,name15,name16,name17,name18,name19,name20,name21,name22,name23,name24,name25,name26,name27,name28,name29,name30,name31,image
1788936683-275,https://poe2db.tw/us/Gem#SupportGems,Alignment I,"Alignment I (3)Support, Attack, Projectile","Support, Attack, Projectile",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AlignmentSupport.webp
1788936683-276,https://poe2db.tw/us/Gem#SupportGems,Caltrops,"Caltrops (3)Support, Attack, AoE, Projectile, Trigger, Duration, Hazard","Support, Attack, AoE, Projectile, Trigger, Duration, Hazard",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,Trigger,AoE,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CaltropsSupport.webp
1788936683-277,https://poe2db.tw/us/Gem#SupportGems,Charged Shots I,"Charged Shots I (3)Support, Attack, Projectile","Support, Attack, Projectile",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChargedShotsSupport.webp
1788936683-278,https://poe2db.tw/us/Gem#SupportGems,Close Combat I,"Close Combat I (3)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CloseCombatSupport.webp
1788936683-279,https://poe2db.tw/us/Gem#SupportGems,Combo Finisher II,"Combo Finisher II (3)Support, Attack, Melee, Strike, Conditional","Support, Attack, Melee, Strike, Conditional",Support,,,,Conditional,,,,,,,Strike,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ComboFinisherSupport.webp
1788936683-280,https://poe2db.tw/us/Gem#SupportGems,Cooldown Recovery I,Cooldown Recovery I (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CooldownReductionSupport.webp
1788936683-281,https://poe2db.tw/us/Gem#SupportGems,Culmination I,"Culmination I (3)Support, Attack, Melee, Conditional","Support, Attack, Melee, Conditional",Support,,,,Conditional,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CulminationSupport.webp
1788936683-282,https://poe2db.tw/us/Gem#SupportGems,Deadly Herald,"Deadly Herald (3)Support, Herald","Support, Herald",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DeadlyHeraldsSupport.webp
1788936683-283,https://poe2db.tw/us/Gem#SupportGems,Deliberation,Deliberation (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CessationSupport.webp
1788936683-284,https://poe2db.tw/us/Gem#SupportGems,Longshot II,"Longshot II (3)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FarCombatSupport.webp
1788936683-285,https://poe2db.tw/us/Gem#SupportGems,Fork,"Fork (3)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ForkSupport.webp
1788936683-286,https://poe2db.tw/us/Gem#SupportGems,Heightened Accuracy II,"Heightened Accuracy II (3)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AdditionalAccuracy.webp
1788936683-287,https://poe2db.tw/us/Gem#SupportGems,Soul Drain,Soul Drain (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ManaOnCull.webp
1788936683-288,https://poe2db.tw/us/Gem#SupportGems,Mobility,Mobility (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MobilitySupport.webp
1788936683-289,https://poe2db.tw/us/Gem#SupportGems,Neural Overload,"Neural Overload (3)Support, Lightning","Support, Lightning",Support,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/NeuralOverloadSupport.webp
1788936683-290,https://poe2db.tw/us/Gem#SupportGems,Pierce II,"Pierce II (3)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PierceSupport.webp
1788936683-291,https://poe2db.tw/us/Gem#SupportGems,Poison Spores,"Poison Spores (3)Support, Attack, Buff, AoE, Trigger, Physical, Chaos, Duration, Plant","Support, Attack, Buff, AoE, Trigger, Physical, Chaos, Duration, Plant",Support,,,,,Chaos,,,,,,,Physical,,,,,Attack,,,Trigger,AoE,Duration,,,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PoisonSporesSupport.webp
1788936683-292,https://poe2db.tw/us/Gem#SupportGems,Poison II,"Poison II (3)Support, Chaos","Support, Chaos",Support,,,,,Chaos,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChanceToPoisonSupport.webp
1788936683-293,https://poe2db.tw/us/Gem#SupportGems,Practiced Combo,"Practiced Combo (3)Support, Attack, Melee, Strike","Support, Attack, Melee, Strike",Support,,,,,,,,,,,Strike,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PracticedComboSupport.webp
1788936683-294,https://poe2db.tw/us/Gem#SupportGems,Projectile Deceleration II,"Projectile Deceleration II (3)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SlowerProjectilesSupport.webp
1788936683-295,https://poe2db.tw/us/Gem#SupportGems,Punch Through,"Punch Through (3)Support, Attack, Melee","Support, Attack, Melee",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PunchThroughSupport.webp
1788936683-296,https://poe2db.tw/us/Gem#SupportGems,Pursuit II,"Pursuit II (3)Support, Attack, Melee","Support, Attack, Melee",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PursuitSupport.webp
1788936683-297,https://poe2db.tw/us/Gem#SupportGems,Rearm I,"Rearm I (3)Support, Hazard","Support, Hazard",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RearmSupport.webp
1788936683-298,https://poe2db.tw/us/Gem#SupportGems,Retreat II,"Retreat II (3)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RetreatingAssaultSupport.webp
1788936683-299,https://poe2db.tw/us/Gem#SupportGems,Salvo,"Salvo (3)Support, Attack, Projectile","Support, Attack, Projectile",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SalvoSupport.webp
1788936683-300,https://poe2db.tw/us/Gem#SupportGems,Streamlined Rounds,"Streamlined Rounds (3)Support, Ammunition, Projectile","Support, Ammunition, Projectile",Support,Ammunition,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AutoShotgunSupport.webp
1788936683-301,https://poe2db.tw/us/Gem#SupportGems,Swift Affliction II,"Swift Affliction II (3)Support, Duration","Support, Duration",Support,,,,,,,,,,,,,,,,,,,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SwiftAfflictionSupport.webp
1788936683-302,https://poe2db.tw/us/Gem#SupportGems,Warm Blooded,"Warm Blooded (3)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/WarmBloodedSupport.webp
1788936683-303,https://poe2db.tw/us/Gem#SupportGems,Alignment II,"Alignment II (4)Support, Attack, Projectile","Support, Attack, Projectile",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AlignmentSupport.webp
1788936683-304,https://poe2db.tw/us/Gem#SupportGems,Ammo Conservation II,"Ammo Conservation II (4)Support, Ammunition, Projectile","Support, Ammunition, Projectile",Support,Ammunition,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChanceToNotConsumeAmmoSupport.webp
1788936683-305,https://poe2db.tw/us/Gem#SupportGems,Bounty II,Bounty II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LifeFlaskSupport.webp
1788936683-306,https://poe2db.tw/us/Gem#SupportGems,Controlled Hazard,"Controlled Hazard (4)Support, Hazard","Support, Hazard",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ControlledHazard.webp
1788936683-307,https://poe2db.tw/us/Gem#SupportGems,Cooldown Recovery II,Cooldown Recovery II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CooldownReductionSupport.webp
1788936683-308,https://poe2db.tw/us/Gem#SupportGems,Culling Strike I,"Culling Strike I (4)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CullingStrikeSupport.webp
1788936683-309,https://poe2db.tw/us/Gem#SupportGems,Deadly Poison II,"Deadly Poison II (4)Support, Chaos","Support, Chaos",Support,,,,,Chaos,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DeadlyPoisonSupport.webp
1788936683-310,https://poe2db.tw/us/Gem#SupportGems,Delayed Reaction,"Delayed Reaction (4)Support, Hazard","Support, Hazard",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DelayedReactionSupport.webp
1788936683-311,https://poe2db.tw/us/Gem#SupportGems,Hit and Run,"Hit and Run (4)Support, Attack, Conditional","Support, Attack, Conditional",Support,,,,Conditional,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MobileAssaultSupport.webp
1788936683-312,https://poe2db.tw/us/Gem#SupportGems,Impale,"Impale (4)Support, Attack, Physical","Support, Attack, Physical",Support,,,,,,,,,,,,Physical,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ImpaleSupport.webp
1788936683-313,https://poe2db.tw/us/Gem#SupportGems,Overabundance II,Overabundance II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IncreaseLimitSupport.webp
1788936683-314,https://poe2db.tw/us/Gem#SupportGems,Lightning Exposure,"Lightning Exposure (4)Support, Lightning, Duration","Support, Lightning, Duration",Support,,,,,,,,,,,,,,,,,,Lightning,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LightningExposureSupport.webp
1788936683-315,https://poe2db.tw/us/Gem#SupportGems,Nimble Reload,"Nimble Reload (4)Support, Ammunition, Projectile","Support, Ammunition, Projectile",Support,Ammunition,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ReloadSpeedSupport.webp
1788936683-316,https://poe2db.tw/us/Gem#SupportGems,Nova Projectiles II,"Nova Projectiles II (4)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/NovaProjectilesSupport.webp
1788936683-317,https://poe2db.tw/us/Gem#SupportGems,Overcharge,"Overcharge (4)Support, Lightning","Support, Lightning",Support,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/OverchargeSupport.webp
1788936683-318,https://poe2db.tw/us/Gem#SupportGems,Payload,"Payload (4)Support, Grenade","Support, Grenade",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PayloadSupport.webp
1788936683-319,https://poe2db.tw/us/Gem#SupportGems,Perfected Endurance,"Perfected Endurance (4)Support, Channelling","Support, Channelling",Support,,,,,,,,Channelling,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/EnduranceChargeonPerfectTimingSupport.webp
1788936683-320,https://poe2db.tw/us/Gem#SupportGems,Perfection,Perfection (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PerfectionSupport.webp
1788936683-321,https://poe2db.tw/us/Gem#SupportGems,Precision II,"Precision II (4)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PrecisionSupport.webp
1788936683-322,https://poe2db.tw/us/Gem#SupportGems,Projectile Acceleration II,"Projectile Acceleration II (4)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FasterProjectilesSupport.webp
1788936683-323,https://poe2db.tw/us/Gem#SupportGems,Rapid Attacks II,"Rapid Attacks II (4)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FasterAttack.webp
1788936683-324,https://poe2db.tw/us/Gem#SupportGems,Second Wind II,Second Wind II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SecondWindSupport.webp
1788936683-325,https://poe2db.tw/us/Gem#SupportGems,Spectral Volley,"Spectral Volley (4)Support, Attack, Projectile","Support, Attack, Projectile",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SpectralArrowsSupport.webp
1788936683-326,https://poe2db.tw/us/Gem#SupportGems,Ricochet II,"Ricochet II (4)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/TerrainChainSupport.webp
1788936683-327,https://poe2db.tw/us/Gem#SupportGems,Alignment III,"Alignment III (5)Support, Attack, Projectile","Support, Attack, Projectile",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AlignmentSupport.webp
1788936683-328,https://poe2db.tw/us/Gem#SupportGems,Ammo Conservation III,"Ammo Conservation III (5)Support, Ammunition, Projectile","Support, Ammunition, Projectile",Support,Ammunition,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChanceToNotConsumeAmmoSupport.webp
1788936683-329,https://poe2db.tw/us/Gem#SupportGems,Blind II,Blind II (5)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BlindSupport.webp
1788936683-330,https://poe2db.tw/us/Gem#SupportGems,Chain III,"Chain III (5)Support, Projectile, Chaining","Support, Projectile, Chaining",Support,,Chaining,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChainSupport.webp
1788936683-331,https://poe2db.tw/us/Gem#SupportGems,Charge Profusion II,Charge Profusion II (5)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MultipleChargesSupport.webp
1788936683-332,https://poe2db.tw/us/Gem#SupportGems,Charged Mark,"Charged Mark (5)Support, Spell, AoE, Trigger, Mark, Duration","Support, Spell, AoE, Trigger, Mark, Duration",Support,,,,,,,,,,,,,,,,Spell,,,,Trigger,AoE,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChargedMark.webp
1788936683-333,https://poe2db.tw/us/Gem#SupportGems,Charged Shots II,"Charged Shots II (5)Support, Attack, Projectile","Support, Attack, Projectile",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChargedShotsSupport.webp
1788936683-334,https://poe2db.tw/us/Gem#SupportGems,Close Combat II,"Close Combat II (5)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CloseCombatSupport.webp
1788936683-335,https://poe2db.tw/us/Gem#SupportGems,Culling Strike II,"Culling Strike II (5)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CullingStrikeSupport.webp
1788936683-336,https://poe2db.tw/us/Gem#SupportGems,Culmination II,"Culmination II (5)Support, Attack, Melee, Conditional","Support, Attack, Melee, Conditional",Support,,,,Conditional,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CulminationSupport.webp
1788936683-337,https://poe2db.tw/us/Gem#SupportGems,Pierce III,"Pierce III (5)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PierceSupport.webp
1788936683-338,https://poe2db.tw/us/Gem#SupportGems,Pin III,"Pin III (5)Support, Physical","Support, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PinSupport.webp
1788936683-339,https://poe2db.tw/us/Gem#SupportGems,Poison III,"Poison III (5)Support, Chaos","Support, Chaos",Support,,,,,Chaos,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChanceToPoisonSupport.webp
1788936683-340,https://poe2db.tw/us/Gem#SupportGems,Projectile Acceleration III,"Projectile Acceleration III (5)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FasterProjectilesSupport.webp
1788936683-341,https://poe2db.tw/us/Gem#SupportGems,Pursuit III,"Pursuit III (5)Support, Attack, Melee","Support, Attack, Melee",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PursuitSupport.webp
1788936683-342,https://poe2db.tw/us/Gem#SupportGems,Rapid Attacks III,"Rapid Attacks III (5)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FasterAttack.webp
1788936683-343,https://poe2db.tw/us/Gem#SupportGems,Rearm II,"Rearm II (5)Support, Hazard","Support, Hazard",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RearmSupport.webp
1788936683-344,https://poe2db.tw/us/Gem#SupportGems,Retreat III,"Retreat III (5)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RetreatingAssaultSupport.webp
1788936683-345,https://poe2db.tw/us/Gem#SupportGems,Second Wind III,Second Wind III (5)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SecondWindSupport.webp
1788936683-346,https://poe2db.tw/us/Gem#SupportGems,Swift Affliction III,"Swift Affliction III (5)Support, Duration","Support, Duration",Support,,,,,,,,,,,,,,,,,,,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SwiftAfflictionSupport.webp
1788936683-347,https://poe2db.tw/us/Gem#SupportGems,Window of Opportunity II,"Window of Opportunity II (5)Support, Channelling","Support, Channelling",Support,,,,,,,,Channelling,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/WindowOfOpportunitySupport.webp
1788936683-348,https://poe2db.tw/us/Gem#SupportGems,Ahn's Citadel,"Ahn's Citadel (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageAhnChisel.webp
1788936683-349,https://poe2db.tw/us/Gem#SupportGems,Arbiter's Ignition,"Arbiter's Ignition (1)Support, Lineage, Spell, Fire","Support, Lineage, Spell, Fire",Support,,,,,,,,,,Fire,,,Lineage,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageArbiter.webp
1788936683-350,https://poe2db.tw/us/Gem#SupportGems,Atziri's Allure,"Atziri's Allure (1)Support, Lineage, Curse","Support, Lineage, Curse",Support,,,Curse,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageAtziri.webp
1788936683-351,https://poe2db.tw/us/Gem#SupportGems,Atziri's Call,"Atziri's Call (1)Support, Lineage, Spell, AoE, Trigger","Support, Lineage, Spell, AoE, Trigger",Support,,,,,,,,,,,,,Lineage,,,Spell,,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BlankBlueSupport.webp
1788936683-352,https://poe2db.tw/us/Gem#SupportGems,Atziri's Communion,"Atziri's Communion (1)Support, Lineage, Persistent","Support, Lineage, Persistent",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,Persistent,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/AtziriCommunion.webp
1788936683-353,https://poe2db.tw/us/Gem#SupportGems,Bhatair's Vengeance,"Bhatair's Vengeance (1)Support, Attack, Warcry, Cold, Duration","Support, Attack, Warcry, Cold, Duration",Support,,,,,,,Warcry,,,,,,,,,,Attack,,Cold,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/ShatteredFang.webp
1788936683-354,https://poe2db.tw/us/Gem#SupportGems,Commandment,"Commandment (1)Support, Minion, Command","Support, Minion, Command",Support,,,,,,,,,,,,,,Minion,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PureCommandSupport.webp
1788936683-355,https://poe2db.tw/us/Gem#SupportGems,Dialla's Desire,"Dialla's Desire (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/Dialla.webp
1788936683-356,https://poe2db.tw/us/Gem#SupportGems,Doedre's Undoing,"Doedre's Undoing (1)Support, Lineage, Spell, AoE, Trigger, Chaos, Curse","Support, Lineage, Spell, AoE, Trigger, Chaos, Curse",Support,,,Curse,,Chaos,,,,,,,,Lineage,,,Spell,,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageDoedre.webp
1788936683-357,https://poe2db.tw/us/Gem#SupportGems,Shock Siphon,"Shock Siphon (1)Support, Lightning","Support, Lightning",Support,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ShockSiphonSupport.webp
1788936683-358,https://poe2db.tw/us/Gem#SupportGems,Esh's Radiance,"Esh's Radiance (1)Support, Lineage, Lightning, Chaos","Support, Lineage, Lightning, Chaos",Support,,,,,Chaos,,,,,,,,Lineage,,,,,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageEsh.webp
1788936683-359,https://poe2db.tw/us/Gem#SupportGems,Ixchel's Torment,"Ixchel's Torment (1)Support, Lineage, Trigger","Support, Lineage, Trigger",Support,,,,,,,,,,,,,Lineage,,,,,,,Trigger,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/Trialmaster.webp
1788936683-360,https://poe2db.tw/us/Gem#SupportGems,Freezefork,"Freezefork (1)Support, Projectile, Cold","Support, Projectile, Cold",Support,,,,,,,,,Projectile,,,,,,,,,,Cold,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FreezeforkSupport.webp
1788936683-361,https://poe2db.tw/us/Gem#SupportGems,Guatelitzi's Ablation,"Guatelitzi's Ablation (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/Guatelitzi.webp
1788936683-362,https://poe2db.tw/us/Gem#SupportGems,Hayoxi's Fulmination,"Hayoxi's Fulmination (1)Support, Lineage, Spell, AoE, Trigger, Physical, Lightning, Cold, Fire, Chaos, Curse","Support, Lineage, Spell, AoE, Trigger, Physical, Lightning, Cold, Fire, Chaos, Curse",Support,,,Curse,,Chaos,,,,,Fire,,Physical,Lineage,,,Spell,,Lightning,Cold,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/Hayoxi.webp
1788936683-363,https://poe2db.tw/us/Gem#SupportGems,Kalisa's Crescendo,"Kalisa's Crescendo (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageKalisaChorus.webp
1788936683-364,https://poe2db.tw/us/Gem#SupportGems,Khatal's Rejuvenation,"Khatal's Rejuvenation (1)Support, Lineage, Remnant","Support, Lineage, Remnant",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,Remnant,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageKhatal.webp
