web_scraper_order,web_scraper_start_url,name,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,name15,name16,name17,name18,name19,name20,name21,name22,name23,name24,name25,name26,name27,name28,name29,name30,name31,image,parsed_tags,category
1788936683-267,https://poe2db.tw/us/Gem#SupportGems,Overreach,"Overreach (2)Support, Attack, AoE","Support, Attack, AoE",Support,,,,,,,,,,,,,,,,,Attack,,,,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ReachSupport.webp,,Other
1788936683-268,https://poe2db.tw/us/Gem#SupportGems,Pin II,"Pin II (2)Support, Physical","Support, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PinSupport.webp,,Other
1788936683-269,https://poe2db.tw/us/Gem#SupportGems,Second Wind I,Second Wind I (2)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SecondWindSupport.webp,,Other
1788936683-270,https://poe2db.tw/us/Gem#SupportGems,Shocking Leap,"Shocking Leap (2)Support, AoE, Duration","Support, AoE, Duration",Support,,,,,,,,,,,,,,,,,,,,,AoE,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ShockingLeapSupport.webp,,Other
1788936683-271,https://poe2db.tw/us/Gem#SupportGems,Bursting Plague,"Bursting Plague (2)Support, AoE, Trigger, Physical, Chaos","Support, AoE, Trigger, Physical, Chaos",Support,,,,,Chaos,,,,,,,Physical,,,,,,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BurstingPlagueSupport.webp,,Other
1788936683-272,https://poe2db.tw/us/Gem#SupportGems,Ricochet I,"Ricochet I (2)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/TerrainChainSupport.webp,,Other
1788936683-273,https://poe2db.tw/us/Gem#SupportGems,Volt,"Volt (2)Support, Attack, Projectile, Lightning","Support, Attack, Projectile, Lightning",Support,,,,,,,,,Projectile,,,,,,,,Attack,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/VoltSupport.webp,,Other
1788936683-274,https://poe2db.tw/us/Gem#SupportGems,Adhesive Grenades II,"Adhesive Grenades II (3)Support, Grenade","Support, Grenade",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/StickyBombSupport.webp,,Other
1788936683-275,https://poe2db.tw/us/Gem#SupportGems,Alignment I,"Alignment I (3)Support, Attack, Projectile","Support, Attack, Projectile",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AlignmentSupport.webp,,Other
1788936683-276,https://poe2db.tw/us/Gem#SupportGems,Caltrops,"Caltrops (3)Support, Attack, AoE, Projectile, Trigger, Duration, Hazard","Support, Attack, AoE, Projectile, Trigger, Duration, Hazard",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,Trigger,AoE,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CaltropsSupport.webp,,Other
1788936683-277,https://poe2db.tw/us/Gem#SupportGems,Charged Shots I,"Charged Shots I (3)Support, Attack, Projectile","Support, Attack, Projectile",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChargedShotsSupport.webp,,Other
1788936683-278,https://poe2db.tw/us/Gem#SupportGems,Close Combat I,"Close Combat I (3)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CloseCombatSupport.webp,,Other
1788936683-279,https://poe2db.tw/us/Gem#SupportGems,Combo Finisher II,"Combo Finisher II (3)Support, Attack, Melee, Strike, Conditional","Support, Attack, Melee, Strike, Conditional",Support,,,,Conditional,,,,,,,Strike,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ComboFinisherSupport.webp,,Other
1788936683-280,https://poe2db.tw/us/Gem#SupportGems,Cooldown Recovery I,Cooldown Recovery I (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CooldownReductionSupport.webp,,Other
1788936683-281,https://poe2db.tw/us/Gem#SupportGems,Culmination I,"Culmination I (3)Support, Attack, Melee, Conditional","Support, Attack, Melee, Conditional",Support,,,,Conditional,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CulminationSupport.webp,,Other
1788936683-282,https://poe2db.tw/us/Gem#SupportGems,Deadly Herald,"Deadly Herald (3)Support, Herald","Support, Herald",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DeadlyHeraldsSupport.webp,,Other
1788936683-283,https://poe2db.tw/us/Gem#SupportGems,Deliberation,Deliberation (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CessationSupport.webp,,Other
1788936683-284,https://poe2db.tw/us/Gem#SupportGems,Longshot II,"Longshot II (3)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FarCombatSupport.webp,,Other
1788936683-285,https://poe2db.tw/us/Gem#SupportGems,Fork,"Fork (3)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ForkSupport.webp,,Other
1788936683-286,https://poe2db.tw/us/Gem#SupportGems,Heightened Accuracy II,"Heightened Accuracy II (3)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AdditionalAccuracy.webp,,Other
1788936683-287,https://poe2db.tw/us/Gem#SupportGems,Soul Drain,Soul Drain (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ManaOnCull.webp,,Other
1788936683-288,https://poe2db.tw/us/Gem#SupportGems,Mobility,Mobility (3)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MobilitySupport.webp,,Other
1788936683-289,https://poe2db.tw/us/Gem#SupportGems,Neural Overload,"Neural Overload (3)Support, Lightning","Support, Lightning",Support,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/NeuralOverloadSupport.webp,,Other
1788936683-290,https://poe2db.tw/us/Gem#SupportGems,Pierce II,"Pierce II (3)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PierceSupport.webp,,Other
1788936683-291,https://poe2db.tw/us/Gem#SupportGems,Poison Spores,"Poison Spores (3)Support, Attack, Buff, AoE, Trigger, Physical, Chaos, Duration, Plant","Support, Attack, Buff, AoE, Trigger, Physical, Chaos, Duration, Plant",Support,,,,,Chaos,,,,,,,Physical,,,,,Attack,,,Trigger,AoE,Duration,,,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PoisonSporesSupport.webp,,Other
1788936683-292,https://poe2db.tw/us/Gem#SupportGems,Poison II,"Poison II (3)Support, Chaos","Support, Chaos",Support,,,,,Chaos,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChanceToPoisonSupport.webp,,Other
1788936683-293,https://poe2db.tw/us/Gem#SupportGems,Practiced Combo,"Practiced Combo (3)Support, Attack, Melee, Strike","Support, Attack, Melee, Strike",Support,,,,,,,,,,,Strike,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PracticedComboSupport.webp,,Other
1788936683-294,https://poe2db.tw/us/Gem#SupportGems,Projectile Deceleration II,"Projectile Deceleration II (3)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SlowerProjectilesSupport.webp,,Other
1788936683-295,https://poe2db.tw/us/Gem#SupportGems,Punch Through,"Punch Through (3)Support, Attack, Melee","Support, Attack, Melee",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PunchThroughSupport.webp,,Other
1788936683-296,https://poe2db.tw/us/Gem#SupportGems,Pursuit II,"Pursuit II (3)Support, Attack, Melee","Support, Attack, Melee",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PursuitSupport.webp,,Other
1788936683-297,https://poe2db.tw/us/Gem#SupportGems,Rearm I,"Rearm I (3)Support, Hazard","Support, Hazard",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RearmSupport.webp,,Other
1788936683-298,https://poe2db.tw/us/Gem#SupportGems,Retreat II,"Retreat II (3)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RetreatingAssaultSupport.webp,,Other
1788936683-299,https://poe2db.tw/us/Gem#SupportGems,Salvo,"Salvo (3)Support, Attack, Projectile","Support, Attack, Projectile",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SalvoSupport.webp,,Other
1788936683-300,https://poe2db.tw/us/Gem#SupportGems,Streamlined Rounds,"Streamlined Rounds (3)Support, Ammunition, Projectile","Support, Ammunition, Projectile",Support,Ammunition,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AutoShotgunSupport.webp,,Other
1788936683-301,https://poe2db.tw/us/Gem#SupportGems,Swift Affliction II,"Swift Affliction II (3)Support, Duration","Support, Duration",Support,,,,,,,,,,,,,,,,,,,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SwiftAfflictionSupport.webp,,Other
1788936683-302,https://poe2db.tw/us/Gem#SupportGems,Warm Blooded,"Warm Blooded (3)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/WarmBloodedSupport.webp,,Other
1788936683-303,https://poe2db.tw/us/Gem#SupportGems,Alignment II,"Alignment II (4)Support, Attack, Projectile","Support, Attack, Projectile",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AlignmentSupport.webp,,Other
1788936683-304,https://poe2db.tw/us/Gem#SupportGems,Ammo Conservation II,"Ammo Conservation II (4)Support, Ammunition, Projectile","Support, Ammunition, Projectile",Support,Ammunition,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChanceToNotConsumeAmmoSupport.webp,,Other
1788936683-305,https://poe2db.tw/us/Gem#SupportGems,Bounty II,Bounty II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LifeFlaskSupport.webp,,Other
1788936683-306,https://poe2db.tw/us/Gem#SupportGems,Controlled Hazard,"Controlled Hazard (4)Support, Hazard","Support, Hazard",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ControlledHazard.webp,,Other
1788936683-307,https://poe2db.tw/us/Gem#SupportGems,Cooldown Recovery II,Cooldown Recovery II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CooldownReductionSupport.webp,,Other
1788936683-308,https://poe2db.tw/us/Gem#SupportGems,Culling Strike I,"Culling Strike I (4)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CullingStrikeSupport.webp,,Other
1788936683-309,https://poe2db.tw/us/Gem#SupportGems,Deadly Poison II,"Deadly Poison II (4)Support, Chaos","Support, Chaos",Support,,,,,Chaos,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DeadlyPoisonSupport.webp,,Other
1788936683-310,https://poe2db.tw/us/Gem#SupportGems,Delayed Reaction,"Delayed Reaction (4)Support, Hazard","Support, Hazard",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/DelayedReactionSupport.webp,,Other
1788936683-311,https://poe2db.tw/us/Gem#SupportGems,Hit and Run,"Hit and Run (4)Support, Attack, Conditional","Support, Attack, Conditional",Support,,,,Conditional,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MobileAssaultSupport.webp,,Other
1788936683-312,https://poe2db.tw/us/Gem#SupportGems,Impale,"Impale (4)Support, Attack, Physical","Support, Attack, Physical",Support,,,,,,,,,,,,Physical,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ImpaleSupport.webp,,Other
1788936683-313,https://poe2db.tw/us/Gem#SupportGems,Overabundance II,Overabundance II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/IncreaseLimitSupport.webp,,Other
1788936683-314,https://poe2db.tw/us/Gem#SupportGems,Lightning Exposure,"Lightning Exposure (4)Support, Lightning, Duration","Support, Lightning, Duration",Support,,,,,,,,,,,,,,,,,,Lightning,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/LightningExposureSupport.webp,lightning,Other
1788936683-315,https://poe2db.tw/us/Gem#SupportGems,Nimble Reload,"Nimble Reload (4)Support, Ammunition, Projectile","Support, Ammunition, Projectile",Support,Ammunition,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ReloadSpeedSupport.webp,,Other
1788936683-316,https://poe2db.tw/us/Gem#SupportGems,Nova Projectiles II,"Nova Projectiles II (4)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/NovaProjectilesSupport.webp,,Other
1788936683-317,https://poe2db.tw/us/Gem#SupportGems,Overcharge,"Overcharge (4)Support, Lightning","Support, Lightning",Support,,,,,,,,,,,,,,,,,,Lightning,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/OverchargeSupport.webp,,Other
1788936683-318,https://poe2db.tw/us/Gem#SupportGems,Payload,"Payload (4)Support, Grenade","Support, Grenade",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PayloadSupport.webp,,Other
1788936683-319,https://poe2db.tw/us/Gem#SupportGems,Perfected Endurance,"Perfected Endurance (4)Support, Channelling","Support, Channelling",Support,,,,,,,,Channelling,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/EnduranceChargeonPerfectTimingSupport.webp,,Other
1788936683-320,https://poe2db.tw/us/Gem#SupportGems,Perfection,Perfection (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PerfectionSupport.webp,,Other
1788936683-321,https://poe2db.tw/us/Gem#SupportGems,Precision II,"Precision II (4)Support, Buff, Persistent","Support, Buff, Persistent",Support,,,,,,,,,,,,,,,,,,,,,,,,Persistent,Buff,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PrecisionSupport.webp,,Other
1788936683-322,https://poe2db.tw/us/Gem#SupportGems,Projectile Acceleration II,"Projectile Acceleration II (4)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FasterProjectilesSupport.webp,,Other
1788936683-323,https://poe2db.tw/us/Gem#SupportGems,Rapid Attacks II,"Rapid Attacks II (4)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FasterAttack.webp,attack,Other
1788936683-324,https://poe2db.tw/us/Gem#SupportGems,Second Wind II,Second Wind II (4)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SecondWindSupport.webp,,Other
1788936683-325,https://poe2db.tw/us/Gem#SupportGems,Spectral Volley,"Spectral Volley (4)Support, Attack, Projectile","Support, Attack, Projectile",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SpectralArrowsSupport.webp,,Other
1788936683-326,https://poe2db.tw/us/Gem#SupportGems,Ricochet II,"Ricochet II (4)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/TerrainChainSupport.webp,,Other
1788936683-327,https://poe2db.tw/us/Gem#SupportGems,Alignment III,"Alignment III (5)Support, Attack, Projectile","Support, Attack, Projectile",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/AlignmentSupport.webp,,Other
1788936683-328,https://poe2db.tw/us/Gem#SupportGems,Ammo Conservation III,"Ammo Conservation III (5)Support, Ammunition, Projectile","Support, Ammunition, Projectile",Support,Ammunition,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChanceToNotConsumeAmmoSupport.webp,,Other
1788936683-329,https://poe2db.tw/us/Gem#SupportGems,Blind II,Blind II (5)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BlindSupport.webp,,Other
1788936683-330,https://poe2db.tw/us/Gem#SupportGems,Chain III,"Chain III (5)Support, Projectile, Chaining","Support, Projectile, Chaining",Support,,Chaining,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChainSupport.webp,,Other
1788936683-331,https://poe2db.tw/us/Gem#SupportGems,Charge Profusion II,Charge Profusion II (5)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/MultipleChargesSupport.webp,,Other
1788936683-332,https://poe2db.tw/us/Gem#SupportGems,Charged Mark,"Charged Mark (5)Support, Spell, AoE, Trigger, Mark, Duration","Support, Spell, AoE, Trigger, Mark, Duration",Support,,,,,,,,,,,,,,,,Spell,,,,Trigger,AoE,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChargedMark.webp,,Other
1788936683-333,https://poe2db.tw/us/Gem#SupportGems,Charged Shots II,"Charged Shots II (5)Support, Attack, Projectile","Support, Attack, Projectile",Support,,,,,,,,,Projectile,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChargedShotsSupport.webp,,Other
1788936683-334,https://poe2db.tw/us/Gem#SupportGems,Close Combat II,"Close Combat II (5)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CloseCombatSupport.webp,,Other
1788936683-335,https://poe2db.tw/us/Gem#SupportGems,Culling Strike II,"Culling Strike II (5)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CullingStrikeSupport.webp,,Other
1788936683-336,https://poe2db.tw/us/Gem#SupportGems,Culmination II,"Culmination II (5)Support, Attack, Melee, Conditional","Support, Attack, Melee, Conditional",Support,,,,Conditional,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/CulminationSupport.webp,,Other
1788936683-337,https://poe2db.tw/us/Gem#SupportGems,Pierce III,"Pierce III (5)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PierceSupport.webp,,Other
1788936683-338,https://poe2db.tw/us/Gem#SupportGems,Pin III,"Pin III (5)Support, Physical","Support, Physical",Support,,,,,,,,,,,,Physical,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PinSupport.webp,,Other
1788936683-339,https://poe2db.tw/us/Gem#SupportGems,Poison III,"Poison III (5)Support, Chaos","Support, Chaos",Support,,,,,Chaos,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/ChanceToPoisonSupport.webp,,Other
1788936683-340,https://poe2db.tw/us/Gem#SupportGems,Projectile Acceleration III,"Projectile Acceleration III (5)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FasterProjectilesSupport.webp,,Other
1788936683-341,https://poe2db.tw/us/Gem#SupportGems,Pursuit III,"Pursuit III (5)Support, Attack, Melee","Support, Attack, Melee",Support,,,,,,,,,,,,,,,Melee,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PursuitSupport.webp,,Other
1788936683-342,https://poe2db.tw/us/Gem#SupportGems,Rapid Attacks III,"Rapid Attacks III (5)Support, Attack","Support, Attack",Support,,,,,,,,,,,,,,,,,Attack,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/FasterAttack.webp,attack,Other
1788936683-343,https://poe2db.tw/us/Gem#SupportGems,Rearm II,"Rearm II (5)Support, Hazard","Support, Hazard",Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RearmSupport.webp,,Other
1788936683-344,https://poe2db.tw/us/Gem#SupportGems,Retreat III,"Retreat III (5)Support, Projectile","Support, Projectile",Support,,,,,,,,,Projectile,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/RetreatingAssaultSupport.webp,,Other
1788936683-345,https://poe2db.tw/us/Gem#SupportGems,Second Wind III,Second Wind III (5)Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SecondWindSupport.webp,,Other
1788936683-346,https://poe2db.tw/us/Gem#SupportGems,Swift Affliction III,"Swift Affliction III (5)Support, Duration","Support, Duration",Support,,,,,,,,,,,,,,,,,,,,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/SwiftAfflictionSupport.webp,,Other
1788936683-347,https://poe2db.tw/us/Gem#SupportGems,Window of Opportunity II,"Window of Opportunity II (5)Support, Channelling","Support, Channelling",Support,,,,,,,,Channelling,,,,,,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/WindowOfOpportunitySupport.webp,,Other
1788936683-348,https://poe2db.tw/us/Gem#SupportGems,Ahn's Citadel,"Ahn's Citadel (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageAhnChisel.webp,,Other
1788936683-349,https://poe2db.tw/us/Gem#SupportGems,Arbiter's Ignition,"Arbiter's Ignition (1)Support, Lineage, Spell, Fire","Support, Lineage, Spell, Fire",Support,,,,,,,,,,Fire,,,Lineage,,,Spell,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageArbiter.webp,,Other
1788936683-350,https://poe2db.tw/us/Gem#SupportGems,Atziri's Allure,"Atziri's Allure (1)Support, Lineage, Curse","Support, Lineage, Curse",Support,,,Curse,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/LineageAtziri.webp,,Other
1788936683-351,https://poe2db.tw/us/Gem#SupportGems,Atziri's Call,"Atziri's Call (1)Support, Lineage, Spell, AoE, Trigger","Support, Lineage, Spell, AoE, Trigger",Support,,,,,,,,,,,,,Lineage,,,Spell,,,,Trigger,AoE,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/BlankBlueSupport.webp,,Other
1788936683-352,https://poe2db.tw/us/Gem#SupportGems,Atziri's Communion,"Atziri's Communion (1)Support, Lineage, Persistent","Support, Lineage, Persistent",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,Persistent,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/AtziriCommunion.webp,,Other
1788936683-353,https://poe2db.tw/us/Gem#SupportGems,Bhatair's Vengeance,"Bhatair's Vengeance (1)Support, Attack, Warcry, Cold, Duration","Support, Attack, Warcry, Cold, Duration",Support,,,,,,,Warcry,,,,,,,,,,Attack,,Cold,,,Duration,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/ShatteredFang.webp,,Other
1788936683-354,https://poe2db.tw/us/Gem#SupportGems,Commandment,"Commandment (1)Support, Minion, Command","Support, Minion, Command",Support,,,,,,,,,,,,,,Minion,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DArt/SkillIcons/Support/PureCommandSupport.webp,,Other
1788936683-355,https://poe2db.tw/us/Gem#SupportGems,Dialla's Desire,"Dialla's Desire (1)Support, Lineage","Support, Lineage",Support,,,,,,,,,,,,,Lineage,,,,,,,,,,,,,,,https://cdn.poe2db.tw/image/Art/2DItems/Gems/New/NewSupport/Lineage/Dialla.webp,,Other
